Iteration	Posterior	Likelihood	Prior	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1100	-262.6718	-253.3345	-9.337361	1.543887	0.191454	0.06713994	0.027497	0.0330773	0.0730736	0.00548371	0.0141521	0.230554	0.0557237	0.0137385	0.136223	0.00962695	0.0473331	0.0528732	0.190863	0.00201177	0.107769	0.05029703	27.38181	0.232023	0.595702	1.0529	2.11938	0.227517	0.24697	0.134058	0.0757805	0.180805	0.134869	0.117437	0.4282896
1200	-266.4013	-243.493	-22.90826	3.498625	0.01259338	0.0107638	0.0191194	0.0536944	0.0649416	0.0288496	0.0416404	0.00504244	0.024216	0.00164116	0.0678224	0.147066	0.0993252	0.181554	0.140057	0.0885086	0.0365218	0.001963233	196.3463	0.424502	0.755866	1.08407	1.73556	0.236008	0.211319	0.0901277	0.107252	0.222725	0.132569	0.01272703	0.154257
1300	-259.9839	-248.0484	-11.93546	1.0824	0.1932292	0.0039374	0.0132263	0.00447214	0.0728189	0.0624568	0.000492678	0.0173987	0.00290864	0.0038094	0.0326998	0.295933	0.326365	0.0274056	0.0306719	0.100791	0.00855011	0.05743546	40.83985	0.153096	0.500191	1.01242	2.3343	0.204437	0.334587	0.0724747	0.0843264	0.207686	0.0964889	0.06137286	0.9358446
1400	-267.776	-247.507	-20.269	1.227514	0.01427258	0.005870939	0.00754264	0.128367	0.143825	0.012306	0.0350872	0.033087	0.0961024	0.0121906	0.129143	0.000966432	0.205397	0.0186025	0.164517	0.00708909	0.00577729	0.001952556	197.7388	0.180004	0.535877	1.02942	2.2547	0.3318	0.244101	0.0938011	0.0927247	0.117006	0.120567	0.007823495	0.249576
1500	-254.2911	-249.5333	-4.757788	0.6171233	0.1697576	0.06208948	0.0639218	0.0768483	0.144962	0.109785	0.0264563	0.00221942	0.0143673	0.00532469	0.174937	0.00800529	0.0800828	0.0567791	0.12711	0.107272	0.00192873	0.01486309	18.89511	0.0566578	0.321657	0.889809	2.73188	0.175184	0.239246	0.193987	0.111524	0.167472	0.112587	0.07695256	0.1931461
1600	-250.1723	-238.9522	-11.22001	4.338292	0.1761718	0.1680023	0.0152912	0.0535238	0.0132316	0.0287578	0.0483799	0.0036074	0.00536972	0.000986277	0.214191	0.0974646	0.253035	0.00295205	0.199989	0.06224	0.000980134	0.01026794	15.36158	0.472033	0.786151	1.08421	1.6576	0.228322	0.287905	0.107587	0.0874353	0.195486	0.093264	0.1782702	0.05759764
1700	-256.612	-252.186	-4.426013	2.960358	0.1705574	0.07408116	0.0459116	0.0224275	0.115996	0.0161488	0.00579315	0.00961962	0.000528064	0.015093	0.0987943	0.218099	0.136474	0.066691	0.162582	0.0330566	0.0527856	0.05596903	7.523086	0.386172	0.729309	1.08231	1.80221	0.212822	0.278898	0.0988783	0.141314	0.160897	0.10719	0.1300502	0.4303649
1800	-259.5374	-252.1442	-7.393236	0.7343974	0.1185969	0.004897009	0.0476856	0.208628	0.0656852	0.0189123	0.0634686	0.0130139	0.10478	0.00227193	0.239593	0.0196786	0.0662569	0.0207944	0.102916	0.0196012	0.00671383	0.06937396	19.70151	0.0815455	0.379318	0.936977	2.60216	0.221929	0.159177	0.0877369	0.0714358	0.316322	0.1434	0.07427097	0.9340656
1900	-255.3147	-245.939	-9.375645	2.033817	0.1060828	-0.01177953	0.0274348	0.0440242	0.0239724	0.0402411	0.0815497	0.0135254	0.00795944	0.000572762	0.266686	0.0845692	0.146649	0.0501197	0.172486	0.0212646	0.0189456	0.110671	14.69533	0.297278	0.658562	1.07081	1.97335	0.23	0.252568	0.110323	0.0854749	0.192482	0.129151	0.09889151	1.119116
2000	-250.5392	-242.3863	-8.152899	3.440098	0.1121017	0.05625374	0.0743196	0.129464	0.159296	0.0159032	0.00869088	0.00172758	0.00527832	0.00822894	0.105947	0.0438089	0.152812	0.0166608	0.20872	0.0680544	0.00108765	0.02828122	20.73032	0.420682	0.753311	1.08397	1.74204	0.242721	0.179638	0.143354	0.101905	0.161828	0.170555	0.08453496	0.3345506
2100	-262.8664	-247.0004	-15.866	3.023057	0.03370613	0.01377987	0.0181544	0.0796248	0.0990654	0.0158478	0.0482835	0.0303502	0.00626467	0.00317127	0.151462	0.149443	0.05416	0.0168641	0.276672	0.0465264	0.00411172	0.007187302	76.03032	0.391038	0.732797	1.08263	1.79354	0.225059	0.19298	0.103355	0.133049	0.204636	0.14092	0.02096717	0.3427883
2200	-252.7454	-250.9078	-1.837544	0.6026617	0.2371447	0.1246859	0.114336	0.0383458	0.00927876	0.0365213	0.00939801	0.0275037	0.0391319	0.0130036	0.119427	0.0369275	0.141843	0.0571302	0.188037	0.13603	0.0330854	0.02120083	8.725655	0.0536575	0.313748	0.882671	2.74992	0.181825	0.232451	0.100258	0.0995122	0.231572	0.154382	0.1458868	0.1453239
2300	-268.3897	-253.4728	-14.917	1.850504	0.09116716	0.02092139	0.0238663	0.0262203	0.217065	0.204005	0.00577977	0.0105847	0.0259181	0.00155415	0.0668293	0.0573712	0.174282	0.0290835	0.0151048	0.0826248	0.0597107	0.001301802	68.57839	0.274752	0.638113	1.06576	2.02138	0.271257	0.195641	0.125733	0.136228	0.186897	0.0842435	0.02222319	0.05857855
2400	-251.9101	-243.0318	-8.878319	1.047921	0.07639157	0.0522811	0.0258866	0.0742556	0.0425197	0.0440374	0.00131451	0.0203571	0.0144726	0.000217562	0.269876	0.0736394	0.10822	0.0731458	0.121129	0.124635	0.00629353	0.003235744	41.31489	0.146415	0.490696	1.00751	2.35538	0.274282	0.184776	0.109894	0.108577	0.217768	0.104704	0.05551685	0.058284
2500	-257.247	-251.8045	-5.442595	0.4643296	0.2016257	0.1145129	0.0416219	0.0170119	0.0561013	0.0895556	0.0301058	0.0248351	0.000952692	0.0083868	0.2982	0.152299	0.084841	0.00884427	0.129249	0.0521195	0.00587602	0.005898397	21.91657	0.0269826	0.227993	0.792472	2.95255	0.257165	0.176084	0.126946	0.144277	0.170826	0.124702	0.1204113	0.04898541
2600	-258.24	-249.3688	-8.871193	2.433756	0.1178083	0.03177495	0.015119	0.12974	0.197148	0.081169	0.0261127	0.032408	0.0393774	0.000386268	0.15211	0.02448	0.062098	0.0195302	0.0604981	0.153281	0.00654145	0.006459793	22.94997	0.340085	0.694418	1.07783	1.88766	0.181718	0.290713	0.0869927	0.121955	0.181927	0.136696	0.03823474	0.1689509
2700	-270.6333	-253.0739	-17.55939	3.486598	0.01619347	0.004274861	0.045854	0.0757279	0.0534973	0.140414	0.0181163	0.0141507	0.0944188	0.0100238	0.0871896	0.0624234	0.0955685	0.0844876	0.0399053	0.154298	0.0239247	0.01391651	70.69306	0.423723	0.755347	1.08405	1.73688	0.236033	0.225898	0.113249	0.113312	0.0926169	0.218891	0.01819137	0.7650061
2800	-252.2082	-247.9948	-4.213386	1.742848	0.2457295	0.1179442	0.0567479	0.153958	0.0136393	0.0738665	0.0152542	0.026258	0.000165753	0.00578479	0.156443	0.00619359	0.161323	0.0224863	0.0926965	0.195896	0.019287	0.07124076	8.856793	0.260519	0.62455	1.06199	2.05294	0.202329	0.225577	0.0919928	0.0640364	0.260083	0.155981	0.1891849	0.3765668
2900	-266.2516	-249.2977	-16.9539	2.325475	0.05521676	0.01937923	0.0299991	0.122947	0.0872236	0.101712	0.00188103	0.0171927	0.0389533	0.0501849	0.0730631	0.0204468	0.0592218	0.0419847	0.175268	0.147646	0.0322757	0.091092	59.36514	0.32926	0.685691	1.07635	1.9087	0.284398	0.263392	0.0643969	0.0830132	0.15418	0.15062	0.1104712	0.8245767
3000	-263.1049	-258.7473	-4.357571	0.9139799	0.3646615	0.07365342	0.10415	0.000226527	0.154281	0.0161891	0.0858733	0.0294382	0.101313	0.0043619	0.0263474	0.139974	0.0559999	0.000812256	0.202679	0.0577573	0.0205977	0.02520252	10.30245	0.119487	0.449277	0.984144	2.44709	0.302806	0.252586	0.0711487	0.0843146	0.151246	0.137899	0.09885594	0.2549419
3100	-259.7954	-244.9676	-14.82783	1.434857	0.02914452	0.01453215	0.0716323	0.110573	0.0189662	0.0263699	0.0467767	0.0343952	0.00237965	0.00679007	0.195916	0.0328657	0.197854	0.00270823	0.10717	0.143286	0.00231651	0.01795003	96.15513	0.215082	0.577342	1.04636	2.16122	0.187407	0.179251	0.0932901	0.127351	0.278912	0.133789	0.03248218	0.5526117
3200	-259.8349	-253.4756	-6.359336	2.193683	0.1598179	0.03173707	0.00242948	0.073761	0.027658	0.0215903	0.0920136	0.00178684	0.00202098	0.00974356	0.162233	0.010821	0.0895784	0.113755	0.171096	0.218009	0.0035039	0.03331097	16.7668	0.315348	0.674146	1.07416	1.93635	0.185619	0.208405	0.136621	0.113565	0.305546	0.0502435	0.06504804	0.512098
3300	-271.8805	-258.4926	-13.38795	4.526411	0.07253923	0.03363232	0.0230627	0.00124987	0.00653738	0.0355472	0.048591	0.0853016	0.00178098	0.0136278	0.0510489	0.0682071	0.0229735	0.111718	0.242057	0.260076	0.028222	0.005133253	44.35526	0.481134	0.791648	1.08401	1.6432	0.261174	0.211565	0.105923	0.150184	0.136621	0.134533	0.03876558	0.1324178
3400	-252.8655	-249.5503	-3.315136	1.764396	0.3213303	0.09001153	0.0129305	0.170012	0.000945697	0.0915356	0.0110384	0.00257926	0.00484293	0.0160721	0.125594	0.00371809	0.188276	0.0600892	0.13306	0.171322	0.00798367	0.06576455	9.135455	0.263431	0.627368	1.0628	2.0464	0.247009	0.238238	0.107795	0.104334	0.161364	0.14126	0.1557761	0.4221736
3500	-267.4754	-252.0522	-15.42322	2.881785	0.04515571	0.01365465	0.0398436	0.115892	0.0943004	0.153852	0.0465583	0.0457622	0.00600809	0.0029761	0.135437	0.0326953	0.0291478	0.0148157	0.132852	0.148121	0.00173859	0.01427463	74.7324	0.379905	0.724765	1.08187	1.81346	0.242574	0.204724	0.157151	0.103848	0.126911	0.164791	0.02792928	0.511099
3600	-259.2357	-246.5367	-12.69902	2.125965	0.06567569	0.02257788	0.0587392	0.0757385	0.0387878	0.0402869	0.0124738	0.032726	0.0378534	0.0279133	0.271049	0.0295309	0.0755572	0.0377965	0.248706	0.00282419	0.0100175	0.0003753327	88.5282	0.307861	0.667773	1.07284	1.95152	0.280873	0.197228	0.152458	0.0830799	0.16222	0.124141	0.02295321	0.01635208
3700	-264.6889	-249.7811	-14.90785	1.551771	0.06052853	0.005738586	0.0195751	0.0793517	0.129878	0.0598702	0.0429106	0.000808116	0.0143989	0.00397947	0.140882	0.0729123	0.145772	0.0143951	0.16226	0.00333046	0.109677	0.01710297	69.17603	0.23321	0.596953	1.05332	2.11651	0.220572	0.247886	0.170617	0.0579927	0.219039	0.0838933	0.02284156	0.7487656
3800	-254.0251	-248.5659	-5.459193	1.848526	0.3637864	0.2926516	0.0227836	0.191504	0.0480129	0.0205677	0.00224604	0.038599	0.0281126	0.00234305	0.0666779	0.0254096	0.149031	0.034278	0.104665	0.223906	0.0418635	0.02840259	7.592098	0.274497	0.637875	1.06569	2.02194	0.210668	0.268703	0.0849155	0.0766303	0.250802	0.108282	0.3210542	0.08846666
3900	-251.6274	-247.5745	-4.052919	0.6895223	0.2955665	0.09218001	0.0636415	0.191415	0.0401481	0.0148009	0.0419376	0.01908	0.0160781	0.000906458	0.119533	0.00494209	0.129851	0.0390323	0.151856	0.114163	0.0526162	0.1059382	8.504558	0.0719518	0.358544	0.920923	2.64858	0.207736	0.221988	0.150268	0.125701	0.167573	0.126734	0.1981182	0.5347221
4000	-255.5325	-250.1794	-5.353096	1.54352	0.3006314	0.05845816	0.0260052	0.130363	0.0482126	0.0744177	0.00568386	0.000778158	0.0432988	0.0136967	0.197167	0.156787	0.0842658	0.0106659	0.150985	0.0158811	0.0417912	0.01737161	12.23694	0.231968	0.595644	1.05288	2.11951	0.19785	0.261173	0.0941558	0.0870219	0.222685	0.137114	0.07582976	0.2290869
4100	-258.6801	-244.1934	-14.48676	1.614224	0.07045379	0.03558164	0.00828235	0.170583	0.0120531	0.00542482	0.0418906	0.0112453	0.0253251	0.0154928	0.320815	0.0062165	0.106334	0.0786442	0.188264	0.00832088	0.00110753	0.001913686	86.46869	0.242441	0.606527	1.05648	2.09455	0.199206	0.252172	0.0845912	0.078707	0.250408	0.134916	0.03749532	0.05103799
4200	-256.321	-245.9596	-10.3614	2.861376	0.09994267	0.06688744	0.02231	0.0605163	0.0647249	0.033765	0.0201627	0.0376048	0.0356434	0.00671566	0.185001	0.0251523	0.0744973	0.00249867	0.372124	0.0164137	0.0428698	0.07182527	19.10085	0.378245	0.723552	1.08174	1.81646	0.270368	0.247453	0.146722	0.0549397	0.131261	0.149256	0.1387127	0.5177988
4300	-269.0279	-250.0215	-19.00633	2.133821	0.04679042	0.01739637	0.029243	0.0252942	0.264645	0.0220873	0.0346998	0.0135656	0.0161945	0.00208406	0.00500939	0.0122194	0.00820395	0.127085	0.216844	0.0477957	0.175029	0.006083493	150.8951	0.308742	0.668529	1.073	1.94972	0.250361	0.269513	0.0878287	0.1116	0.130206	0.150492	0.02347987	0.259094
4400	-252.4004	-248.2632	-4.137114	1.185832	0.2704792	0.07405368	0.0449005	0.0614283	0.0424163	0.0145657	0.0471751	0.0543536	0.0550607	0.010026	0.185312	0.0100283	0.0563103	0.0743438	0.255544	0.0195844	0.0689509	0.02416712	11.25946	0.172476	0.526275	1.02506	2.27618	0.277248	0.196873	0.105972	0.0915437	0.208259	0.120103	0.0982208	0.2460489
4500	-257.9489	-246.6733	-11.27559	1.666571	0.1751763	0.03576172	0.0417105	0.147226	0.00134124	0.00231952	0.03477	0.00153526	0.0308344	0.0229682	0.165324	0.00578981	0.0919652	0.0271718	0.305508	0.118879	0.00265749	0.000904359	52.80574	0.249946	0.614122	1.05887	2.07706	0.243663	0.228172	0.107519	0.0941181	0.206811	0.119716	0.03666608	0.02466473
4600	-264.0714	-247.0453	-17.02611	2.139562	0.03232669	0.03524332	0.0361481	0.0461165	0.0443505	0.0117483	0.00505497	0.000634694	0.0938882	0.000995085	0.0765598	0.248643	0.131262	0.142624	0.0435914	0.110161	0.00822331	0.008270462	80.79855	0.309384	0.669079	1.07312	1.94842	0.25858	0.225331	0.124097	0.101746	0.17429	0.115956	0.04351378	0.1900653
4700	-269.0194	-248.4234	-20.59601	3.326788	0.03071654	0.01800096	0.029829	0.00986176	0.307036	0.054262	0.0045831	0.00668184	0.0395415	0.00796527	0.108548	0.0623487	0.117219	0.00907055	0.132304	0.0932663	0.0174821	0.02638608	79.96495	0.413063	0.748154	1.08371	1.75507	0.25087	0.234748	0.0766244	0.116862	0.175254	0.145643	0.04438704	0.5944546
4800	-269.8509	-255.7628	-14.08807	3.833222	0.03908937	0.02545747	0.0364028	0.274729	0.0854198	0.0554189	0.0182059	0.0178414	0.0226668	0.0506976	0.0467313	0.0725488	0.0620318	5.96839e-05	0.0630612	0.0570903	0.137095	0.04140389	31.82453	0.444959	0.769237	1.08439	1.70142	0.220453	0.215134	0.0957615	0.12023	0.214715	0.133707	0.06686137	0.6192499
4900	-266.8793	-251.2478	-15.6315	1.261122	0.05240659	0.02294571	0.046829	0.120008	0.0872419	0.00973092	0.0118018	0.0265203	0.0684157	0.00293361	0.0898273	0.0102903	0.0415682	0.1207	0.293362	0.0347781	0.0359932	0.01016025	79.61032	0.185955	0.543278	1.03266	2.23811	0.325397	0.116739	0.086064	0.122909	0.207378	0.141514	0.03310596	0.3069009
5000	-272.2307	-252.6775	-19.55318	8.701759	0.03926326	0.05902113	0.0208946	0.154452	0.068426	0.06698	0.075619	0.0253583	0.00626072	0.0104144	0.0523919	0.0536278	0.0625054	0.158946	0.21471	0.0284088	0.00100534	0.007987621	39.20709	0.607894	0.859747	1.07507	1.45728	0.261056	0.330539	0.0918223	0.0922588	0.164701	0.0596229	0.06700875	0.1192026
5100	-258.3342	-251.3218	-7.012372	1.481022	0.1252199	0.04860073	0.0881613	0.0386929	0.0424048	0.0571356	0.00410071	0.00358922	0.0392138	0.0045872	0.0600932	0.0368093	0.273524	0.0292464	0.205441	0.0623316	0.0546691	0.08399271	15.71984	0.222376	0.585367	1.04929	2.14297	0.143305	0.338474	0.088603	0.0579302	0.173996	0.197692	0.1325934	0.6334605
5200	-262.4343	-248.7153	-13.71898	1.355344	0.06042874	0.03617494	0.0707634	0.0165659	0.0467129	0.0121752	0.00477512	0.021365	0.0900183	0.00488401	0.150998	0.169368	0.0788296	0.0130717	0.160559	0.157491	0.00242286	0.002660803	82.59628	0.202087	0.562563	1.04066	2.19469	0.178171	0.238223	0.131377	0.116982	0.198115	0.137133	0.03883574	0.0685143
5300	-271.1266	-249.0893	-22.03731	4.520208	0.03207957	0.009768846	0.0312776	0.0569962	0.0553258	0.00122148	0.0532754	0.00179126	0.00558886	0.00624936	0.162011	0.184916	0.0615875	0.00295091	0.228658	0.0522615	0.0958892	0.011938	166.842	0.480841	0.791473	1.08402	1.64366	0.229813	0.206686	0.135526	0.104157	0.198943	0.124874	0.02170685	0.5499648
5400	-265.1123	-248.6154	-16.49683	4.928317	0.09804845	0.04438818	0.0200228	0.18452	0.0177742	0.0140348	0.0189259	0.00586345	1.97965e-05	0.0132972	0.103291	0.0637057	0.104089	0.137165	0.234556	0.0113235	0.0714105	0.03240539	45.11115	0.499073	0.802222	1.08342	1.61528	0.269666	0.21298	0.0736683	0.134361	0.178352	0.130974	0.07679358	0.4219805
5500	-265.9584	-251.1571	-14.80133	1.085877	0.07538452	0.0152945	0.0466579	0.0638916	0.0660412	0.0249878	0.0118201	0.00054416	0.0650764	0.00112812	0.15772	0.0978557	0.0137502	0.000294928	0.107363	0.310472	0.0323967	0.03020704	83.29703	0.153763	0.501125	1.01289	2.33222	0.285198	0.149631	0.153017	0.140013	0.208947	0.0631941	0.04550154	0.6638685
5600	-258.91	-249.8845	-9.025489	2.232047	0.09862003	0.03498044	0.00679213	0.190881	0.0131749	0.0182277	0.0377874	0.00650093	0.0232531	0.000916752	0.123554	0.0304057	0.0678846	0.0296313	0.383038	0.00425005	0.0637017	0.003618007	37.84531	0.319485	0.677619	1.07484	1.92805	0.232684	0.306975	0.109931	0.0719717	0.210009	0.0684297	0.03859844	0.09373452
5700	-264.9747	-253.1984	-11.77626	0.998262	0.01976738	0.02035459	0.0211627	0.110521	0.0771406	0.00403533	0.0280591	0.0442333	0.0498491	0.00559991	0.217578	0.0681646	0.0638508	0.0232212	0.141673	0.119952	0.0249596	0.005062893	77.61254	0.136607	0.476229	0.999711	2.38745	0.225776	0.163185	0.107066	0.126135	0.241956	0.135882	0.02541749	0.1991893
5800	-275.5933	-257.7227	-17.87053	1.811365	0.1062726	-0.03228412	0.0166892	0.0455983	0.000252815	0.0560729	0.00528861	0.0550571	0.0319573	0.00945809	0.0470351	0.0100584	0.0481806	0.0669145	0.399945	0.109253	0.0982389	0.1023825	47.82404	0.269668	0.633328	1.06446	2.03254	0.175447	0.213029	0.102529	0.146441	0.282105	0.0804491	0.07009834	1.460555
5900	-268.471	-251.7481	-16.72296	2.838717	0.04256232	0.02654031	0.0186514	0.142062	0.012397	0.00306648	0.011498	0.0369293	0.00573884	0.00614973	0.0835456	0.0442629	0.250944	0.00755558	0.236732	0.0762374	0.0642292	0.007657352	90.18027	0.376387	0.722188	1.08159	1.81983	0.224483	0.230236	0.0639596	0.122364	0.231417	0.12754	0.03419766	0.2239145
6000	-271.7031	-248.6761	-23.02702	2.307646	0.02758277	0.004286978	0.0380392	0.134399	0.0041981	0.00169815	0.03174	0.00901513	0.00704192	0.00437297	0.154301	0.306342	0.170037	0.00254414	0.0432993	0.0863478	0.00662499	0.01422976	168.9906	0.327427	0.684191	1.07608	1.91231	0.197841	0.190727	0.112281	0.122017	0.24651	0.130623	0.01851674	0.7684809
6100	-259.7075	-246.1735	-13.53398	2.985371	0.06005209	0.02306249	0.0184836	0.0718183	0.00880072	0.0420846	0.033278	0.029305	0.00506907	0.00226188	0.0814845	0.0503276	0.0888617	0.0677359	0.396797	0.0797248	0.0239674	0.004419395	45.81789	0.388127	0.730715	1.08244	1.79872	0.268681	0.275879	0.10199	0.101928	0.140213	0.11131	0.02748188	0.1608112
6200	-265.323	-258.0193	-7.303722	1.112064	0.1435141	0.02679137	0.050164	0.0523445	0.0388418	0.0883698	0.0118961	0.0313935	0.146775	0.048722	0.217218	0.0577202	0.109834	0.00985389	0.0643251	0.06294	0.0096022	0.07791879	16.32615	0.158756	0.508025	1.01634	2.31688	0.23947	0.182471	0.196499	0.113799	0.182539	0.0852225	0.1047102	0.7441378
6300	-258.1412	-252.8227	-5.318543	1.810525	0.1650279	0.09730301	0.0624327	0.144549	0.00193115	0.106869	0.0566712	0.0129235	0.05464	0.0154332	0.216758	0.0447774	0.0923295	0.0192979	0.101837	0.0522562	0.0172947	0.05074356	11.93797	0.269558	0.633224	1.06444	2.03278	0.351565	0.16457	0.0860508	0.100473	0.207886	0.0894543	0.1480466	0.3427541
6400	-265.4449	-252.5139	-12.93096	4.240213	0.04636933	0.03844552	0.00933137	0.158872	0.0739321	0.0328333	0.081333	0.0877968	0.0211528	0.00794289	0.217591	0.0392711	0.0448431	0.0193899	0.145272	0.0601208	0.00031795	0.004301438	43.59316	0.46709	0.783127	1.08429	1.66549	0.250026	0.268486	0.0718575	0.0642644	0.239163	0.106203	0.04274696	0.1006256
6500	-253.2472	-250.37	-2.877216	1.655744	0.2103531	0.2531855	0.0420807	0.178484	0.0112619	0.0140409	0.0131188	0.00337153	0.0271264	0.000969319	0.0858805	0.0583318	0.227156	0.0877548	0.139637	0.0763862	0.0343999	0.006337533	8.455122	0.24841	0.612582	1.05839	2.08061	0.206321	0.28496	0.0969456	0.0913513	0.22132	0.0991015	0.259523	0.02441992
6600	-255.0796	-250.322	-4.757598	1.128569	0.2451869	0.1237013	0.0301433	0.202066	0.0492634	0.0236081	0.0227387	0.00908006	0.0593694	0.00338065	0.27614	0.046614	0.0962781	0.0371047	0.0327925	0.0513404	0.060081	0.03660987	13.54485	0.16187	0.512256	1.01842	2.30746	0.321097	0.220054	0.0754194	0.0798967	0.216266	0.087267	0.1603112	0.2283675
6700	-260.6802	-250.6148	-10.06545	1.544737	0.1450681	0.008389382	0.129802	0.148181	0.0304647	0.00659016	0.00394554	0.0722606	0.0133667	0.00436118	0.229621	0.00932868	0.187619	0.0290244	0.112855	0.00297764	0.0196024	0.03308443	29.77761	0.232151	0.595837	1.05294	2.11907	0.213297	0.275863	0.101847	0.085533	0.227819	0.0956413	0.04147381	0.7977186
