Iteration	Posterior	Likelihood	Prior	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-216.6803	-224.2826	7.602274	2.438247	0.144969	0.204002	0.00391493	0.00576238	0.183047	0.0497432	0.590876	0.0629282	0.0374585	0.0987715	0.662567	0.426654	0.0237537	0.11177	0.2870205	0.1389062	0.0140093	0.175227	0.0376771	0.0227523	0.00996791	0.0141781	0.0121506	0.00170086	0.412233	0.00923866	0.0866046	0.0209756	0.154108	0.0098934	0.0192838	0.06478786	8.007056	0.340523	0.694766	1.07789	1.88682	0.154148	0.15956	0.257641	0.0318802	0.315045	0.0817259	0.2036941	0.3180645
1100	-221.4036	-224.122	2.718348	3.346494	0.0988833	0.0358981	0.11998	0.18675	0.63793	0.266098	0.151831	0.11711	0.199764	0.25656	0.298485	0.0444723	0.887693	0.021226	0.3600567	0.09332862	0.039979	0.0242923	0.0457378	0.163351	0.0181645	0.00884176	0.240347	0.00507658	0.123779	0.000754459	0.174253	0.0227398	0.0842742	0.0434262	0.00498402	0.04636301	10.00269	0.41441	0.749071	1.08376	1.75276	0.103161	0.24199	0.242325	0.057597	0.280042	0.0748847	0.1396916	0.3318954
1200	-222.5264	-222.7368	0.2103549	1.095066	0.231918	0.961494	0.940741	0.151032	0.0947925	0.0251269	0.0367001	0.43071	0.446657	0.46742	0.871144	0.0804969	0.173981	0.360245	0.4096166	0.2227275	0.00133127	0.360914	0.0486152	0.102982	0.00986304	0.00105753	0.013489	0.000125444	0.0962136	0.141048	0.076911	0.00408494	0.12504	0.00900996	0.00931481	0.02089097	5.261455	0.155522	0.503573	1.01412	2.32678	0.0849112	0.222427	0.269174	0.0671501	0.265556	0.0907823	0.2436185	0.08575282
1300	-204.6176	-220.0736	15.45599	2.576769	0.00364375	0.161088	0.0596256	0.0248793	0.0642244	0.0423674	0.122789	0.0296566	0.0505869	0.0761848	0.0108112	0.215571	0.00442636	0.0633557	0.1198045	0.02149776	0.00356915	0.0413029	0.0629109	0.44682	0.0153067	0.00677664	0.125636	0.000762357	0.0902319	0.0646053	0.0669733	0.0227987	0.0407935	0.00425388	0.00725888	0.004787172	46.57269	0.353616	0.705029	1.07945	1.86191	0.153094	0.280292	0.153132	0.0567424	0.274669	0.0820704	0.02628493	0.1821261
1400	-196.4976	-223.076	26.57843	1.01491	0.0449549	0.0348547	0.0270022	0.0176596	0.00583635	0.00389495	0.102622	0.0161898	0.0543067	0.0407435	0.0227072	0.010415	0.0911741	0.140286	0.03543617	0.03386645	0.00210257	0.0157113	0.00491671	0.274605	0.102633	0.000965677	0.0582368	0.00234415	0.178743	0.130284	0.147164	0.0605614	0.0108421	0.000198692	0.0106916	0.05371306	26.82301	0.139919	0.481188	1.00243	2.37647	0.157903	0.178183	0.181629	0.0807495	0.313325	0.0882116	0.08757951	0.6133063
1500	-187.1418	-222.436	35.29422	1.429994	0.00733516	0.00191918	0.00426485	0.00962856	0.0115723	0.00504752	0.00333151	0.00685749	0.0370387	0.00810076	0.00847958	0.00222952	0.00285388	0.00302582	0.01400268	0.001992766	0.00336812	0.0123159	0.0667762	0.357712	0.0320304	0.0197976	0.0576752	0.0154999	0.102945	0.0526074	0.170066	0.00214698	0.0956188	0.00158996	0.00985087	0.01360313	211.6456	0.214303	0.576473	1.04603	2.16319	0.140699	0.21278	0.236197	0.025935	0.238921	0.145467	0.0155959	0.872225
1600	-210.6199	-231.7321	21.11218	2.099971	0.000849543	0.107998	0.0105654	0.0397505	0.0226465	0.0102894	0.00281762	0.0314826	0.0709949	0.0403859	0.0944617	0.000870269	0.0258371	0.0285458	0.04085835	0.005376239	0.0203787	0.0357882	0.00454882	0.0828395	0.0772586	0.0196286	0.0783582	4.57304e-05	0.140455	0.057421	0.353326	0.00688092	0.0597301	0.056882	0.00645836	0.009105346	103.2348	0.304923	0.66524	1.0723	1.95754	0.178853	0.182592	0.241873	0.0647332	0.250225	0.0817228	0.01448158	0.6287534
1700	-201.1113	-224.4535	23.34216	2.761521	0.0523643	0.02419	0.0395781	0.0303632	0.0219354	0.00524195	0.0518474	0.0102721	0.00468317	0.0347115	0.0873851	0.0183979	0.0208784	0.134268	0.02904923	0.0175703	0.00222481	0.00156105	0.0514807	0.182576	0.0332464	0.00515845	0.00239042	0.00889419	0.227899	0.0943487	0.234647	0.00047133	0.095994	0.0483814	0.0107267	0.02428243	44.46595	0.369928	0.717406	1.08105	1.83161	0.113455	0.177086	0.174698	0.0944162	0.207924	0.23242	0.04185273	0.5801875
1800	-180.9109	-220.2176	39.3067	3.381093	0.00698662	0.00313265	0.0445572	0.00164382	0.00805231	0.00339737	0.00708843	0.00479945	0.00331956	0.0116299	0.00250832	0.000800582	0.00213295	0.00539876	0.01175067	0.01734282	0.0159874	0.156564	0.0666942	0.109966	0.0255567	0.00831868	0.0166966	0.000666374	0.23178	0.102095	0.039445	0.00396411	0.137693	0.0721029	0.0124697	0.007390074	136.7056	0.416752	0.750661	1.08384	1.74874	0.106353	0.259221	0.201369	0.0447197	0.311637	0.0767004	0.02473289	0.2987953
1900	-206.5317	-224.735	18.2033	4.455845	0.0360106	0.0182668	0.00887987	0.0791944	0.148688	0.027565	0.0351348	0.0150024	0.0139539	0.102889	0.0124855	0.0449274	0.00184042	0.0803077	0.04033546	0.0003746919	0.0354425	0.00137453	0.0517325	0.164087	0.0469197	0.00151163	0.0575546	0.00617295	0.170825	0.103081	0.211412	0.0328082	0.048177	0.050774	0.0181289	0.03070982	44.52516	0.477776	0.789631	1.0841	1.6485	0.110919	0.222492	0.255058	0.0590454	0.244211	0.108275	0.03108451	0.987946
2000	-192.376	-214.4055	22.02954	3.229947	0.165001	0.0964034	0.00632841	0.0525689	0.023669	0.00555693	0.0155474	0.00891524	0.0735629	1.48751e-05	0.02457	0.0945092	0.0308224	0.0257077	0.05183428	0.02360519	0.023159	0.141361	0.0362012	0.23655	0.00662345	0.00366694	0.0587269	0.00034957	0.184207	0.0323718	0.175247	0.0133976	0.0365253	0.0439695	0.00764372	0.009826112	58.1718	0.406304	0.743514	1.08344	1.76674	0.167246	0.191088	0.214868	0.0850921	0.232974	0.108732	0.03343131	0.2939195
2100	-202.9746	-218.979	16.00434	3.962318	0.0152088	0.133754	0.162365	0.0557695	0.0352607	0.000791783	0.0662317	0.107897	0.0265282	0.0796682	0.214338	0.0604189	0.0449193	0.0210567	0.08819776	0.05015915	0.00594775	0.0840773	0.0746737	0.031225	0.0086161	0.000100264	0.0160423	0.00554664	0.106324	0.0970059	0.249596	0.0178865	0.254139	0.0478019	0.00101636	0.003640215	30.63528	0.45228	0.773896	1.08441	1.68942	0.17299	0.218557	0.180183	0.0554405	0.260658	0.112172	0.05379937	0.06766279
2200	-204.753	-222.9358	18.18274	3.250195	0.00354009	0.0276714	0.107687	0.107759	0.0523854	0.000450325	0.112475	0.0316348	0.035392	0.0203292	0.0855206	0.0919819	0.024712	0.0912972	0.05241952	0.02748771	0.000375165	0.0524606	0.125616	0.252254	0.00725141	0.00389103	0.044759	0.00505231	0.0658041	0.0143682	0.171269	0.0157137	0.0496488	0.183908	0.00762769	0.1117462	26.48474	0.407737	0.744503	1.0835	1.76426	0.125314	0.231642	0.217784	0.0839391	0.210169	0.131153	0.1392339	0.8025789
2300	-216.5901	-222.8535	6.26341	1.586477	0.107293	0.141145	0.123767	0.0566703	0.830716	0.0157447	0.201894	0.016182	0.0578259	0.151862	0.0340819	0.0575708	0.0202645	0.19717	0.08614514	0.01746677	0.00209466	0.0352007	0.0140237	0.244573	0.00821681	0.0170464	0.042149	0.00243079	0.144014	0.0325315	0.326668	0.0198382	0.0999886	0.00140614	0.00981814	0.03510823	31.67764	0.238377	0.602345	1.05512	2.10416	0.122994	0.0876062	0.220275	0.0672914	0.375618	0.126215	0.052575	0.6677743
2400	-190.2479	-221.4727	31.22482	1.477869	0.0291902	0.00745746	0.0722357	0.00233991	0.0124046	0.00928532	0.0305462	0.0558774	0.00304041	0.00109248	0.0320943	0.0413679	0.0112728	0.0196944	0.02111545	0.009114468	0.0108442	0.0301884	0.142668	0.105888	0.015354	0.0126375	0.0180216	0.000800741	0.213935	0.0101124	0.14174	0.0210428	0.0363472	0.237324	0.00309677	0.01988756	59.29206	0.221883	0.584831	1.0491	2.14419	0.16198	0.191745	0.180245	0.0649256	0.27258	0.128525	0.02900203	0.68573
2500	-199.6092	-223.1744	23.56522	1.624094	0.00084902	0.03753	0.0220839	0.0276513	0.0317433	0.0611398	0.0944363	3.09718e-06	0.0712333	0.00309042	0.016313	0.00616649	0.0787794	0.156044	0.04881599	0.01222742	0.00208272	0.0265501	0.127304	0.213109	0.0275881	0.00205698	0.11154	0.0149836	0.19804	0.0808761	0.0750831	0.0160011	0.090783	0.00187974	0.0121228	0.01465099	41.33574	0.243872	0.607988	1.05695	2.09119	0.211328	0.116854	0.240715	0.0428932	0.322095	0.0661149	0.02687841	0.5450839
2600	-216.196	-217.5239	1.327884	3.783175	0.021217	0.348897	0.105808	0.21651	0.112277	0.0515188	0.20687	0.0864898	1.29816	0.0415077	0.00477735	0.108039	0.124714	0.748989	0.1858575	0.01427215	0.00568509	0.296342	0.130173	0.0424082	0.0932055	9.03566e-05	0.0151902	0.000358326	0.0810895	0.0260226	0.236862	0.00756538	0.0513608	0.0117666	0.00188014	0.09135135	8.174118	0.442039	0.767361	1.08437	1.70623	0.117818	0.160917	0.182037	0.0835207	0.380118	0.0755889	0.1056235	0.8648771
2700	-202.9111	-219.3516	16.44046	2.137123	0.0747682	0.0218979	0.233403	0.00356064	0.175851	0.0336256	0.204928	0.0105328	0.104908	0.0505283	0.114265	0.0439343	0.146352	0.0882917	0.1051732	0.07844896	0.0226631	0.0342754	0.0275602	0.165443	0.00611017	0.0052986	0.0797762	0.0213957	0.227939	0.0248301	0.106138	0.000950878	0.228495	0.027875	0.0212497	0.009376131	23.17543	0.309112	0.668846	1.07307	1.94897	0.127896	0.160437	0.225951	0.0780892	0.26519	0.142436	0.0878251	0.1067591
2800	-207.7356	-218.1162	10.38059	1.294348	0.432741	0.0441407	0.193047	0.206114	0.183011	0.123097	0.289903	0.109726	0.249024	0.088739	0.0858222	0.0165448	0.016384	0.0211078	0.1239498	0.005918647	0.00130251	0.0109537	0.0808038	0.340799	0.0154665	0.00470599	0.0230713	0.00020284	0.24834	0.147507	0.0649573	0.00672106	0.0323059	0.0192847	0.00357916	0.05313887	17.40633	0.191736	0.550316	1.03566	2.22229	0.143691	0.154755	0.236766	0.101386	0.291229	0.0721744	0.05905752	0.8997816
2900	-203.8578	-221.5108	17.653	2.3608	0.130435	0.0258933	0.265128	0.00532626	0.100722	0.0745522	0.373736	0.0207426	0.166135	0.142153	0.0826167	0.0569599	0.0348921	0.0323568	0.1142119	0.116172	0.0477613	0.0559813	0.199398	0.156909	0.038862	0.0055088	0.074284	0.0014556	0.0944861	0.0646291	0.13135	0.0123719	0.0396043	0.0583273	0.0190709	0.02182612	13.62039	0.332849	0.688608	1.07686	1.90168	0.157547	0.157845	0.212151	0.067578	0.311564	0.0933153	0.1379982	0.1581624
3000	-205.7773	-216.5615	10.78425	7.692791	0.177212	0.0454655	0.106316	0.0176134	0.0685241	0.251898	0.0796994	0.112136	0.00923644	0.0616392	0.0809933	0.0503179	0.00603487	0.0434207	0.1014524	0.03076951	0.00379947	0.224463	0.0145682	0.119127	0.0343172	0.00103867	0.0148093	0.00399513	0.2284	0.123021	0.174496	0.0127266	0.00786253	0.0322778	0.00509843	0.005965782	47.3107	0.585994	0.849005	1.07735	1.48765	0.145244	0.139958	0.266933	0.0591938	0.298458	0.0902133	0.03673529	0.1623992
3100	-213.6596	-221.7244	8.06487	1.994659	0.0912871	0.0640047	0.176606	0.181918	0.0173398	0.0847172	0.202557	0.0188484	0.00696352	0.0706969	0.0549341	0.196725	0.121044	0.360052	0.1101011	0.05782396	0.00270613	0.265338	0.0256653	0.106059	0.00741887	0.00509962	0.00842684	0.00540478	0.129011	0.0401618	0.318642	0.00495401	0.0520746	0.02827	0.000767728	0.02191644	30.16986	0.292636	0.654445	1.06986	1.98306	0.184624	0.118803	0.221459	0.0712682	0.303211	0.100633	0.07974041	0.2748474
3200	-198.7793	-221.1266	22.34736	1.594384	0.0135329	0.0232637	0.0097455	0.0139958	0.0287794	0.0153604	0.178878	0.0101127	0.0491254	0.134632	0.0835374	0.0395481	0.139449	0.0601258	0.03753334	0.04243663	0.0115871	0.140806	0.0805541	0.0608275	0.0433061	0.00974359	0.103189	0.000907871	0.229972	0.100309	0.192034	0.0041987	0.0102836	0.0105175	0.00176384	0.00964716	22.50419	0.239541	0.603548	1.05552	2.1014	0.178009	0.15783	0.195129	0.0503802	0.353255	0.0653973	0.05208379	0.1852238
3300	-203.0883	-223.0752	19.98697	1.175892	0.0316597	0.00475308	0.0296956	0.0251212	0.0228682	0.120432	0.0130849	0.0177158	0.00160028	0.136843	0.0280346	0.0335	0.0599916	0.0778555	0.05017776	0.005502185	0.0206153	0.1342	0.0311333	0.120056	0.00270267	0.00334705	0.0759537	0.00905418	0.426926	0.0165202	0.101478	0.0121372	0.0224253	0.0127874	0.0106629	0.005273264	85.99695	0.170657	0.523912	1.02397	2.28146	0.17517	0.116358	0.245317	0.067724	0.305673	0.0897574	0.01077545	0.4893777
3400	-193.2102	-218.4785	25.26825	4.536942	0.0219604	0.00194377	0.0317521	0.00705422	0.160757	0.0326368	0.0431882	0.0309712	0.0124263	0.0244914	0.00111648	0.140182	0.0800094	0.00152733	0.05301274	0.04849579	0.000307994	0.0606544	0.0463754	0.208041	0.00241053	0.00313784	0.11913	0.00897309	0.128097	0.0517642	0.171067	0.00812047	0.0674904	0.0420638	0.0823666	0.02978189	18.14321	0.481629	0.791945	1.084	1.64243	0.176154	0.136991	0.246894	0.0497336	0.283805	0.106423	0.07827768	0.3804647
3500	-210.1156	-222.461	12.34539	6.356648	0.0508415	0.0666731	0.134573	0.0243141	0.0250836	0.136441	0.0288051	0.0377014	0.149744	0.0965235	0.0561034	0.0679398	0.0158304	0.0966967	0.04741079	0.04178578	0.00576987	0.155696	0.0898717	0.215685	0.016512	0.00449403	0.0203093	0.0346289	0.15845	0.0362909	0.151909	0.0128656	0.0287153	0.0293152	0.0394872	0.02488334	28.44087	0.55023	0.830597	1.08045	1.53872	0.146268	0.152795	0.237047	0.0775539	0.282556	0.10378	0.06666912	0.3732364
3600	-213.4342	-218.4815	5.047276	4.338904	0.0922264	0.391789	0.104793	0.257025	0.303699	0.210689	0.125273	0.0134095	0.161264	0.273082	0.0553172	0.16384	0.56701	0.103315	0.1865998	0.09652476	0.00824399	0.0961597	0.0712943	0.099417	0.0319034	0.00546224	0.101354	0.00216404	0.154293	0.127277	0.206767	0.0116932	0.0196103	0.0591695	0.00519049	0.04417389	14.86272	0.472063	0.78617	1.08421	1.65755	0.114825	0.179519	0.235965	0.0491648	0.314271	0.106254	0.1406987	0.313961
3700	-208.5314	-221.4707	12.93931	1.867926	0.0289207	0.372026	0.122109	0.255474	0.00078067	0.0563785	0.11813	0.0470277	0.031182	0.074783	0.0633526	0.0664506	0.11851	0.127701	0.07889238	0.04094061	0.00627124	0.0493813	0.16232	0.293149	0.0078365	0.00164091	0.0634983	0.00591201	0.165178	0.0469038	0.113972	0.00175192	0.0473051	0.0339181	0.000961992	0.02779607	25.49033	0.276982	0.640192	1.0663	2.01652	0.102133	0.242678	0.181985	0.0585388	0.279884	0.134782	0.06873669	0.4043848
3800	-206.5965	-222.1984	15.60189	4.007958	0.0648597	0.0285493	0.0764472	0.211601	0.175831	0.0285302	0.179707	0.0905955	0.234245	0.128101	0.010941	0.0471523	0.0493065	0.0306446	0.09089474	0.0487369	0.00753514	0.0776131	0.065256	0.155224	0.0859533	0.00121511	0.0197345	0.0112111	0.210254	0.0193625	0.0484828	0.00283563	0.158872	0.134633	0.00181941	5.619276e-05	19.19449	0.454799	0.775484	1.0844	1.68532	0.173363	0.193206	0.27441	0.0445296	0.208712	0.105779	0.04879309	0.001151654
3900	-190.917	-219.7577	28.84073	3.417848	0.0489486	0.00482275	0.0260822	0.0418589	0.0415109	0.018432	0.0263949	0.00424972	0.0965256	0.052045	0.00821525	0.0171465	0.0520301	0.0303022	0.04212259	0.09053878	0.00832446	0.0210218	0.0621769	0.202164	0.000222385	0.00745742	0.0788906	0.00758271	0.188246	0.0256687	0.25745	0.0106991	0.0514447	0.0312268	0.0474241	0.004602556	27.84975	0.41921	0.75232	1.08392	1.74455	0.117272	0.223708	0.258969	0.0753883	0.189271	0.13539	0.09514134	0.04837599
4000	-207.6776	-218.8468	11.16917	2.281641	0.0475874	0.406674	0.145444	0.0572895	0.270648	0.0832958	0.109833	0.0123942	0.0390275	0.105043	0.0371805	0.292964	0.0570924	0.0660852	0.1112393	0.0336709	0.00364405	0.166066	0.131253	0.192871	0.00712729	0.00257773	0.0504509	0.00283974	0.0521831	0.0222531	0.142096	0.0119882	0.205542	0.00526723	0.00383971	0.03954341	23.59596	0.324726	0.68197	1.07567	1.91764	0.129203	0.289788	0.181151	0.05315	0.277027	0.0696812	0.07321431	0.5401049
4100	-198.2335	-221.5262	23.29265	1.044527	0.0246757	0.109624	0.0434472	0.114388	0.00406453	0.0349343	0.0921424	0.00396837	0.00887562	0.0154713	0.036148	0.0491234	0.014909	0.0431499	0.04295678	0.01733444	0.0177751	0.00455703	0.184978	0.262456	0.0128346	0.0163622	0.00447704	0.00482706	0.100343	0.118519	0.137808	0.00868136	0.0969973	0.0280473	0.00133667	0.01277746	94.07707	0.145752	0.489738	1.007	2.35751	0.15236	0.147123	0.229643	0.0511632	0.291067	0.128643	0.0301119	0.4243326
4200	-217.7599	-225.7611	8.001256	1.929233	0.192529	0.121989	0.412067	0.145248	0.258906	0.0683741	0.456281	0.102059	0.100884	0.193767	0.268924	0.214345	0.120789	0.227957	0.1630527	0.2477912	0.0142385	0.0535934	0.0594907	0.164677	0.0247798	0.00132198	0.0933556	0.00964707	0.273438	0.019704	0.236043	0.0136265	0.0278988	0.00166006	0.00652584	0.06244127	5.342589	0.284678	0.647271	1.06811	1.99994	0.147896	0.181765	0.150389	0.141611	0.26222	0.11612	0.3102325	0.2012725
4300	-220.6921	-217.6573	-3.034774	1.638181	0.304747	1.34984	0.433405	0.0218322	1.13846	0.00231573	0.580666	0.0358861	0.414925	0.752408	0.307625	0.00648888	0.857261	0.759807	0.3412142	0.205442	0.00646754	0.0953726	0.0202444	0.16413	0.0042829	0.000619305	0.0267387	0.00212617	0.154581	0.165795	0.125292	0.0161649	0.195728	0.00393406	0.0185229	0.07431112	3.744388	0.245901	0.61005	1.0576	2.08645	0.111559	0.294854	0.194151	0.0809888	0.225469	0.0929784	0.2797532	0.265631
4400	-199.1269	-219.7297	20.60278	4.534067	0.00141831	0.0576151	0.0609601	0.113295	0.0793247	0.0602935	0.0131022	0.0873885	0.0341561	0.0223767	0.00418195	0.11976	0.0399175	0.041182	0.06610816	0.02604703	0.00421899	0.049299	0.0666971	0.170708	0.00297068	0.00746233	0.0237383	0.0103736	0.242054	0.0515014	0.138309	0.0150303	0.178501	0.0161911	0.0229449	0.04354689	26.80632	0.481494	0.791864	1.084	1.64264	0.150223	0.283176	0.13821	0.0609745	0.237862	0.129555	0.06959392	0.6257284
4500	-194.5275	-221.9893	27.46179	2.920324	0.0218433	0.0290631	0.0412669	0.0171153	0.0398895	0.00573428	0.0526279	0.000356695	0.0243969	0.000655968	0.00892279	0.0517794	0.036632	0.00453066	0.01825896	0.02466445	0.00653215	0.0175292	0.102949	0.141234	0.00423913	0.0101217	0.0278466	0.0218105	0.141024	0.0324747	0.308339	0.0126629	0.135726	0.0247061	0.0128055	0.002490931	65.83787	0.383003	0.727019	1.08209	1.80789	0.15001	0.218332	0.223601	0.0487192	0.261664	0.0976739	0.02715538	0.09172882
4600	-196.5208	-218.6116	22.09083	4.105133	0.0404267	0.000907432	0.0362864	0.0195944	0.00114724	0.00551805	0.0348552	0.0144349	0.0631917	0.0508314	0.020191	0.112741	0.00328929	0.0899018	0.03608708	0.03034479	0.00544168	0.137467	0.241263	0.121457	0.0027329	0.00477388	0.0553147	0.00119088	0.169077	0.0675803	0.111022	0.0146439	0.00584216	0.0491717	0.0130216	0.03298193	41.86528	0.460046	0.778768	1.08437	1.67682	0.10196	0.293561	0.219683	0.047631	0.227812	0.109353	0.06332672	0.5208217
4700	-208.8575	-223.4168	14.55934	2.504146	0.0550341	0.141366	0.0735744	0.0277713	0.0120295	0.00765977	0.126864	0.0880799	0.0335585	0.00934941	0.139384	0.0222086	0.0320957	0.284538	0.04724515	0.02230631	0.000418314	0.0529245	0.166284	0.0741197	0.0471266	0.00546263	0.0307605	0.00477419	0.299801	0.0894138	0.189085	0.0097844	0.00193261	0.0256852	0.00242727	0.03481799	23.31448	0.346849	0.699763	1.07867	1.87471	0.201347	0.158069	0.144551	0.0587684	0.349669	0.0875956	0.0571243	0.6095128
