Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-567.5945	-499.4869	-68.10762	4.574473	2.848747	0.583587	0.868489	0.0895403	0.276084	0.0512218	0.409686	0.565272	0.00434507	0.108256	0.69741	0.435817	0.0118763	0.450916	0.377522	0.108343	0.511874	0.119889	0.115538	0.0574395	0.014104	0.073832	0.0789677	0.0583664	0.0471521	0.0722857	0.706272	0.603233	0.131076	0.131781	0.332919	1.00975	0.138852	0.24558	0.217667	0.0117344	0.340275	0.244803	0.00323837	0.2365783	0.04336191	0.0224737	0.239142	0.136862	0.0238175	0.00631487	0.0583454	0.122359	0.0674642	0.0122739	0.00979408	0.089332	0.0446948	0.0327212	0.0989563	0.0354485	0.500644	4	24.8676	0.1196382	0.377211	0.722794	1.08166	1.81834	0.105241	0.106251	0.0787534	0.365875	0.170731	0.173148	0.5440059	0.9202915
100	-589.8035	-504.5471	-85.25639	4.438758	1.157109	0.0855359	0.169606	0.379115	0.0846776	1.01208	0.94918	0.138379	0.178274	1.36279	0.174817	0.165868	0.777583	0.0109707	0.447991	0.0747902	0.867668	0.00483712	0.169462	0.271873	0.0605563	0.0118943	0.0437785	0.768733	0.295776	0.294399	0.106993	0.222713	0.0869076	0.254936	0.226919	0.303823	0.327502	0.618702	0.167079	0.260572	0.398253	0.0490039	0.66356	0.3093366	0.02792591	0.104134	0.218371	0.0155516	0.00798562	0.00573051	0.112602	0.219729	0.000246778	0.000233375	0.0478693	0.146177	0.0125434	0.014442	0.0886267	0.00575804	0.3937958	5	29.62372	0.04850943	0.167194	0.519368	1.02183	2.2916	0.135588	0.120896	0.0692345	0.34139	0.14014	0.192751	0.4217217	0.9337812
200	-575.9388	-500.5889	-75.34996	7.000065	1.766424	0.0240913	0.586836	0.131723	0.160826	0.421206	0.0242551	0.0682572	0.0517239	0.546949	0.491876	0.423256	0.281615	0.12317	0.268605	0.152274	0.00288524	0.154937	0.103952	0.120077	0.230815	0.030461	0.0464489	0.530644	0.18751	0.0204205	0.544373	0.26904	0.372662	0.515388	0.102468	0.0359649	0.0288521	0.032727	0.178035	0.0941472	0.387689	0.368513	0.350819	0.1590375	-0.02835547	0.00709455	0.133489	0.075536	0.242304	0.00237487	0.0152087	0.158855	0.032687	0.0392581	0.0826829	0.00203453	0.0737943	0.0373607	0.0969074	0.000412709	0.4732613	2	27.95395	0.07456593	0.263704	0.627631	1.06287	2.04579	0.148082	0.0863629	0.100022	0.38161	0.108672	0.17525	0.4449058	1.063734
300	-573.4924	-499.428	-74.06433	6.626608	4.749523	0.217574	0.336198	0.08102	0.389579	0.0269909	0.0807395	0.23889	0.00555841	0.249846	0.397028	0.523638	0.0067725	0.141441	0.252198	0.135267	0.126121	0.375452	0.241722	0.208492	0.0762919	0.19206	0.012519	0.242981	0.73734	0.0984182	0.00761126	0.178003	0.0453651	0.125143	0.0566946	0.0416673	0.0866991	0.0670028	0.0824062	0.132108	0.320847	0.155232	0.484114	0.1558649	-0.04677861	0.0353683	0.310914	0.0332623	0.026888	0.050503	0.00535941	0.0602251	0.038251	0.00261217	0.0071121	0.147419	0.0929479	0.0186411	0.165279	0.00521688	0.3815226	4	34.57686	0.05941762	0.49133	0.7977	1.08371	1.62726	0.112516	0.176023	0.0570249	0.406826	0.131397	0.116212	0.334744	1.139744
400	-569.8998	-496.7228	-73.177	10.51322	2.28618	0.340482	0.00276053	0.0172225	0.207442	0.300129	0.485197	0.108722	0.44879	0.318378	0.0283302	0.0455327	0.172172	0.0138584	0.219175	0.121325	0.0285495	0.0152844	0.554777	0.40559	0.0388084	0.00575404	0.355596	0.214535	0.0728641	0.143569	0.216533	1.18867	0.323403	0.182315	0.411149	0.286149	0.0233663	0.320368	0.429828	0.0142354	0.0150426	0.518202	0.00240883	0.222886	0.04015879	0.00901599	0.318676	0.0162017	0.0890085	0.0238023	0.0153466	0.0414471	0.021423	0.0938912	0.0765515	0.0916411	0.0828276	0.0193192	0.0992892	0.00155885	0.4633827	3	29.06306	0.1008678	0.3252	0.68236	1.07574	1.9167	0.121117	0.124438	0.0724738	0.367014	0.123705	0.191251	0.5035415	0.9202473
500	-571.0865	-492.9203	-78.16622	7.941228	3.813531	0.197848	0.65742	0.0598305	0.316313	0.0686462	0.478819	0.788783	0.00396486	0.304903	1.00547	0.288104	0.0639523	0.234479	0.76514	0.0763731	0.0754416	0.141055	0.186691	0.0546328	0.0656105	0.349524	0.0012104	0.074903	0.335467	0.237246	0.163839	0.264743	0.103078	0.216257	0.112256	0.169724	0.185877	0.340201	0.409758	0.383	0.167039	0.391132	0.31292	0.3033578	0.03480059	0.0121448	0.230519	0.0606085	0.00199459	0.0183373	0.0370252	0.259463	0.0172824	0.097498	0.00489868	0.0780003	0.00802755	0.0346026	0.123898	0.0157	0.3124461	4	29.06256	0.1114555	0.443816	0.768504	1.08438	1.7033	0.0961311	0.0812592	0.108766	0.362673	0.155922	0.195248	0.3472467	0.8997814
600	-561.5765	-495.138	-66.43849	10.13656	4.45305	0.321081	0.105687	0.00101442	0.0537304	0.274344	0.0383225	0.04306	0.0577754	0.133098	0.347023	0.263141	0.429365	0.0523829	0.234742	0.333582	0.0337272	0.219824	0.0672653	0.369237	0.156022	0.453508	0.00323657	0.0136379	0.0845116	0.0801625	0.00528508	0.0116478	0.297466	0.34153	0.06661	0.0067131	0.200231	0.0246079	0.340571	0.00640159	0.23094	0.0175786	0.201955	0.1642047	0.0210845	0.00100127	0.271803	0.0533617	0.233806	0.0372697	0.0258238	0.153522	0.0177286	0.0231255	0.0510683	0.000409273	0.0388759	0.0192148	0.0663808	0.00660926	0.259838	3	33.54796	0.07049346	0.477642	0.78955	1.0841	1.64871	0.113788	0.0958639	0.0942812	0.371722	0.117341	0.207004	0.2809225	0.9249455
700	-594.6718	-499.2988	-95.37291	9.123735	1.651197	1.00076	0.610534	0.0689221	0.144907	0.0247002	0.0403029	0.606921	0.00795627	0.458202	0.339367	0.169884	0.00245778	1.04518	0.623339	0.208305	0.704159	0.268644	1.05171	0.150079	1.25459	0.065759	0.229931	0.0759341	0.625164	0.427649	0.488066	0.352775	0.0928029	0.0784499	0.707818	0.437765	0.840734	0.40647	0.143261	0.563571	0.0418679	0.318943	0.0395447	0.4058271	-0.06573382	0.130778	0.229356	0.0147819	0.000219575	0.0167249	0.0537203	0.124714	0.00324607	0.0163202	0.114871	0.10876	0.0313817	0.00583156	0.131796	0.0174996	0.288306	5	29.54171	0.08615303	0.247763	0.61193	1.05819	2.08212	0.110344	0.101756	0.0751837	0.350198	0.19858	0.163938	0.2225722	1.295337
800	-596.1687	-503.8605	-92.30828	7.419258	4.702534	0.183937	0.150058	0.0134754	0.0498689	0.0115107	0.429287	0.545871	0.445408	0.210858	0.23508	0.26572	0.252809	0.586639	0.72826	0.119466	0.130705	0.0654604	0.00959049	0.883016	1.01248	0.0282775	0.0998982	0.696708	0.145431	0.120742	0.0698826	0.719589	0.0305138	0.0270777	0.57335	0.020792	0.724553	0.219677	0.415381	0.726291	0.0180759	0.472546	0.211676	0.3406934	-0.03417016	0.0862946	0.211856	0.0265519	0.0139532	0.00961358	0.0212864	0.174451	0.000965347	0.128682	0.00322756	0.152888	0.066352	0.00564617	0.0969839	0.0012495	0.4307343	2	30.36843	0.08914359	0.489233	0.796465	1.08378	1.63052	0.115442	0.0901658	0.0738573	0.39821	0.235658	0.0866676	0.3965641	1.086166
900	-561.6166	-498.8202	-62.79643	31.85441	1.981347	0.00319529	0.0859664	0.0380909	0.172263	0.0594259	0.0160456	0.194136	0.176619	0.0954688	0.729108	0.0789102	0.0181756	0.280441	0.203829	0.0415902	0.0418304	0.00191839	0.115505	0.0719439	0.0769395	0.0161109	0.0929481	0.00114885	0.0743537	0.101798	0.0608071	0.108639	0.00630569	0.0724763	0.183208	0.00165066	0.0824037	0.102465	0.323011	0.0401795	0.0550692	0.130405	0.0627263	0.1279884	-0.02562888	0.00534167	0.311183	0.053682	0.0335271	0.000879861	0.105485	0.080556	0.0456317	0.0134084	0.00322446	0.114433	0.0752401	0.00990939	0.106458	0.0410394	0.25178	3	32.73646	0.03879814	0.291038	0.653015	1.06952	1.98643	0.110609	0.109534	0.0589688	0.468037	0.0892289	0.163621	0.2261511	1.113326
