Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-885.3083	-594.4672	-290.8411	11.92279	4.243498	0.01861751	0.06806121	0.090119	0.0163198	0.0903868	0.0377175	0.0604988	0.0545116	0.0483562	0.038385	0.0219649	0.0772338	0.0592871	0.155241	0.0524177	0.0337966	0.163764	0.5017216	12	70.61374	0.03239075	0.467258	0.78323	1.08429	1.66522	0.168614	0.21137	0.220499	0.144451	0.169715	0.0853514	0.5697828	0.8805489
100	-865.0926	-595.1796	-269.9129	11.93613	3.141969	0.02099842	0.01306849	0.0513366	0.0745582	0.106004	0.0400515	0.0359121	0.0421992	0.0888859	0.0295251	0.0165385	0.0697745	0.0577377	0.0949332	0.0583981	0.174918	0.0592278	0.4644557	23	64.55246	0.0584714	0.399955	0.739097	1.08313	1.77781	0.15506	0.216092	0.190774	0.101496	0.176247	0.160331	0.4775241	0.9726328
200	-868.1097	-586.2075	-281.9022	23.03623	3.105811	0.01937969	-0.03592279	0.0449719	0.0626258	0.114541	0.0218351	0.0259325	0.0412153	0.0555463	0.043013	0.0630063	0.127164	0.0310101	0.0818537	0.12193	0.0993622	0.0659934	0.4635417	19	69.07536	0.05431508	0.397285	0.737223	1.08299	1.7825	0.196204	0.170093	0.217338	0.125098	0.18755	0.103717	0.4276189	1.084007
300	-873.64	-593.3004	-280.3396	9.967212	5.86758	0.0229073	0.002092705	0.0424972	0.12616	0.259898	0.10221	0.0266636	0.0400631	0.0432105	0.0474105	0.107617	0.0187585	0.00721906	0.0416415	0.00394284	0.0470699	0.0856373	0.4079363	19	67.40583	0.07888743	0.534556	0.822169	1.08155	1.56172	0.157874	0.224041	0.202692	0.127319	0.208849	0.0792244	0.410029	0.9948962
400	-878.6022	-591.3681	-287.234	10.26065	2.464119	0.01471373	-0.01091439	0.061778	0.0671397	0.0752167	0.0288972	0.018644	0.0208424	0.0835228	0.0522424	0.0583319	0.143486	0.105124	0.0283831	0.0382261	0.192847	0.025318	0.3722498	13	71.92911	0.03659151	0.343028	0.696753	1.07821	1.88201	0.169061	0.273343	0.151066	0.11045	0.193338	0.102743	0.3613354	1.030206
500	-896.4091	-597.7839	-298.6252	10.21263	2.824424	0.01234324	-0.03993187	0.0868562	0.0492869	0.0871343	0.0265075	0.021245	0.0583941	0.110182	0.0396735	0.0423347	0.0538497	0.0487366	0.0684213	0.0524407	0.223702	0.0312347	0.4595914	11	82.13711	0.03889464	0.375206	0.721319	1.0815	1.82198	0.20088	0.223322	0.143684	0.139458	0.142329	0.150326	0.4196596	1.095153
600	-870.07	-596.7442	-273.3259	10.27276	2.899577	0.02118026	0.03398025	0.027677	0.0793447	0.128414	0.0485996	0.101312	0.0313557	0.0102508	0.0385862	0.0559687	0.0809296	0.0480196	0.085547	0.104323	0.135028	0.0246432	0.4500612	19	67.38126	0.04640053	0.381341	0.725812	1.08197	1.81087	0.135457	0.282916	0.193816	0.146698	0.138864	0.102248	0.4840414	0.9297989
700	-873.5305	-589.7913	-283.7392	11.57664	2.907438	0.01266869	-0.01873497	0.0805127	0.0350867	0.0879903	0.0845887	0.0646273	0.0306845	0.014646	0.0647076	0.0608544	0.0770714	0.0485544	0.0475701	0.0218609	0.108017	0.173228	0.3914323	18	76.11983	0.04293094	0.381972	0.726271	1.08202	1.80974	0.147856	0.306123	0.222862	0.124869	0.129479	0.0688104	0.3726973	1.050269
800	-876.8727	-593.5939	-283.2788	9.046948	3.598837	0.01927352	0.03318962	0.0701138	0.0506723	0.0731948	0.0260164	0.0216277	0.0190572	0.0883329	0.0660706	0.0303696	0.224545	0.0348638	0.0577069	0.0854118	0.0659986	0.0860191	0.4117322	15	65.29092	0.04928111	0.430868	0.760084	1.08421	1.72483	0.151904	0.237934	0.148009	0.123917	0.214515	0.123722	0.4449218	0.9254035
900	-889.1606	-600.6496	-288.511	9.558053	2.172378	0.02177411	0.008561245	0.0634027	0.043038	0.0764332	0.0471876	0.0296271	0.0044365	0.132632	0.0196212	0.0705466	0.131704	0.0559539	0.00705623	0.0395325	0.155678	0.123149	0.3366885	17	71.3136	0.05338494	0.313018	0.672176	1.07376	1.94105	0.152538	0.223947	0.251004	0.112741	0.168881	0.090889	0.3452498	0.9752028
