Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-339.7501	-297.1994	-42.55065	4.681439	3.171264	0.0087969	0.900265	1.27628	0.258039	0.283406	0.364419	0.639994	0.535257	0.505288	0.616337	1.24294	0.224845	0.93835	0.174303	0.15764	0.713133	0.614067	0.0314716	0.748566	0.387548	0.342247	0.491191	0.4845117	0.09202959	0.100056	0.031284	0.0301878	0.0912618	0.0292008	0.0189325	0.145827	0.00276255	0.0194268	0.00899161	0.242855	0.0455984	0.186533	0.0383288	0.00875341	0.2851192	3	7.30722	0.2772864	0.402092	0.74059	1.08324	1.77408	0.210703	0.229147	0.134384	0.0663297	0.19436	0.165076	0.3771488	0.755986
100	-339.1746	-299.2277	-39.9469	5.780154	2.315163	0.0294363	0.155901	0.803955	0.376048	0.124193	0.00166975	0.025527	0.0803769	0.354829	0.277524	1.28118	0.150399	0.822714	0.623121	0.753894	1.29703	0.7606	0.36809	0.33812	0.369084	0.0478647	0.127013	0.3882072	0.1838659	0.184035	0.0838499	0.000978132	0.0154812	0.00270286	0.00450812	0.171723	0.00290567	0.0986409	0.0114924	0.263043	0.0153386	0.0328055	0.091012	0.0214849	0.3374884	2	9.610411	0.2052384	0.328201	0.684826	1.07619	1.91078	0.162217	0.206902	0.20023	0.104267	0.198396	0.127987	0.5213543	0.6473303
200	-346.5119	-305.0986	-41.41338	4.914446	1.151498	0.0126424	0.016061	2.08817	0.550658	0.279223	0.00187083	0.0888529	0.00760029	1.39831	0.912741	0.532706	0.0411795	0.659402	0.366088	1.13802	0.13225	0.251622	0.54519	0.479922	0.762953	0.442134	0.15027	0.4593039	0.04520888	0.212639	0.0171547	0.101428	0.00764602	0.0223456	0.0363509	0.178094	0.0128596	0.0308146	0.0858996	0.124451	0.0151336	0.101612	0.0378145	0.0157556	0.4158896	3	8.440961	0.09681162	0.166154	0.51799	1.02118	2.29468	0.237625	0.251734	0.122868	0.0829424	0.151152	0.15368	0.4610984	0.9019539
300	-348.6334	-302.9187	-45.71469	3.96047	1.813493	0.00288822	0.857303	1.44998	0.142239	0.203092	0.241908	0.0648737	0.35754	0.307983	0.477922	1.05081	0.235	0.633001	1.37331	0.429093	1.0998	1.78288	0.554662	0.200151	1.39267	0.415131	0.152236	0.4968042	0.2323648	0.184359	0.0282776	0.0571632	0.0204028	0.00133399	0.0174723	0.0493761	0.00275097	0.0810322	0.0531066	0.390011	0.0574852	0.00852725	0.0476011	0.00110123	0.2720578	4	7.01232	0.178837	0.269947	0.633593	1.06454	2.03192	0.197907	0.311208	0.125382	0.0860122	0.168234	0.111256	0.5044226	0.539345
400	-326.9449	-296.5613	-30.38364	6.052669	2.018986	0.0335886	0.226256	0.600453	0.00970984	0.239983	0.202324	0.00312589	0.0113007	0.254145	0.284269	0.30804	0.166896	0.405083	0.342256	0.272955	0.281186	0.00929819	0.55206	0.644348	0.121722	0.270829	0.145335	0.2557063	0.03213115	0.0957673	0.0338522	0.0193873	0.0034663	0.0130993	0.0134971	0.128637	0.00465479	0.0292519	0.184994	0.320866	0.0115405	0.0872279	0.0509263	0.00283273	0.3075372	2	7.457446	0.1740118	0.295531	0.657018	1.07046	1.97699	0.225992	0.246009	0.0906401	0.0722814	0.152431	0.212647	0.3396683	0.9054043
500	-349.5942	-295.7533	-53.84086	8.60752	3.291441	0.0234898	0.187032	1.79212	0.121285	0.15352	0.0207837	0.332583	0.0977033	0.611778	1.19071	1.04442	0.47572	0.144127	0.377994	0.474803	0.0208432	1.354	1.09179	0.800072	0.195021	1.95077	0.233916	0.4882735	-0.1266129	0.124298	0.0058239	0.0309645	0.00960395	0.0754696	0.0159028	0.139537	0.00675619	0.0324372	0.081925	0.306136	0.00529731	0.048475	0.0789733	0.0384002	0.3424137	3	9.884552	0.1135653	0.410623	0.746486	1.08362	1.75927	0.284378	0.21536	0.126362	0.0980606	0.19213	0.0837088	0.2158008	1.586712
600	-354.2159	-307.3474	-46.86855	5.915677	3.632561	0.310478	0.100165	0.0152187	0.160876	1.21224	0.257301	0.999322	0.0273568	0.175422	0.573748	0.487668	0.745522	0.814782	0.190676	0.743499	0.0896361	0.194134	0.0662484	1.72988	2.00114	0.16084	0.179988	0.4222315	0.104461	0.20743	0.0157057	0.0353248	0.106366	0.0622153	0.0431914	0.135258	0.00291555	0.0109542	0.00846937	0.0571683	0.0469066	0.121016	0.102818	0.0442615	0.3693229	2	7.727435	0.1609627	0.432963	0.761461	1.08425	1.72132	0.236046	0.255664	0.118036	0.0537872	0.157694	0.178773	0.4737839	0.7795177
700	-352.1421	-305.6714	-46.47069	15.018	5.755155	0.585297	0.141338	0.17586	0.186404	0.348853	0.473695	0.175056	0.00107253	0.291584	0.429023	0.40896	0.0769441	0.187155	0.340219	0.497228	0.154304	0.092907	0.0731839	0.0167476	1.09735	0.234926	0.480406	0.3814536	-0.004807388	0.100203	0.061059	0.00362149	0.0418075	0.0236142	0.0162141	0.0717914	0.0387105	0.000996615	0.0754709	0.116735	0.0735557	0.290624	0.0241081	0.0614886	0.2448974	3	15.2941	0.04559743	0.530709	0.820066	1.0818	1.56743	0.205352	0.217879	0.146364	0.0673567	0.138457	0.224591	0.2400901	1.020023
800	-339.3194	-296.8628	-42.45655	7.074766	2.818577	0.0226757	0.420417	1.18172	0.189511	1.47158	0.0299494	0.13663	0.132722	0.0696416	0.554705	0.313827	0.307934	0.788319	0.208449	0.388935	0.450589	0.34082	0.289731	0.409647	0.37514	0.369516	0.202281	0.322069	0.1057045	0.127187	0.0167928	0.00279686	0.0136625	0.115112	0.00413531	0.091332	0.0294836	0.0604423	0.0264832	0.307439	0.0216388	0.0901893	0.0700575	0.0232484	0.1259199	2	7.42466	0.07697689	0.374721	0.720961	1.08146	1.82286	0.263246	0.299574	0.103392	0.059831	0.16974	0.104217	0.2316244	0.5436384
900	-336.2868	-290.1486	-46.13827	4.037297	5.138672	0.0217558	0.122223	1.88518	0.105363	1.39735	0.313448	0.0165857	0.0316287	1.82861	0.729666	0.92445	0.381335	0.75007	0.668493	0.374274	0.297683	0.329394	0.48305	0.698322	0.259462	0.353378	0.0681503	0.581539	0.2605581	0.120375	0.0201872	0.0479423	0.0117655	0.0101063	0.005346	0.165247	0.0130819	0.024705	0.0323769	0.288236	0.0197394	0.127713	0.106513	0.00666474	0.2704393	4	5.4724	0.1693288	0.507737	0.807209	1.08305	1.602	0.183424	0.273934	0.153753	0.046175	0.151568	0.191147	0.5309974	0.5093044
