Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-790.2994	-526.3001	-263.9994	16.70911	5.753146	0.04678242	0.06619272	0.128866	0.0883491	0.0471586	0.100306	0.0425093	0.0581014	0.0895751	0.00459724	0.0041467	0.0149311	0.0882353	0.0199176	0.258859	0.0516942	0.00275257	0.8151557	28	20.44527	0.1570396	0.53064	0.820028	1.0818	1.56753	0.045075	0.23803	0.120591	0.174102	0.164368	0.257833	0.8813485	0.9248961
100	-794.6391	-504.7302	-289.9088	26.17627	3.974419	0.05667633	0.006140086	0.0312807	0.0789534	0.0258246	0.0130298	0.00990129	0.0407847	0.0784164	0.029284	0.0083103	0.0702423	0.19065	0.00128402	0.264982	0.140329	0.0167282	0.7304022	21	27.64563	0.1466568	0.452951	0.77432	1.0844	1.68832	0.0670676	0.3069	0.107342	0.211636	0.114871	0.192183	0.7365423	0.9916636
200	-798.1016	-513.4865	-284.6151	20.49701	4.914851	0.03660651	0.1095331	0.0210602	0.00190076	0.00484979	0.0607834	0.0595769	0.04269	0.0561926	0.0178926	0.010353	0.134112	0.275636	0.0148839	0.199523	0.0861083	0.0144379	0.5777764	26	25.59631	0.1418506	0.498502	0.801891	1.08345	1.61616	0.0443061	0.377472	0.0716722	0.163071	0.119178	0.224301	0.6873095	0.840635
300	-804.522	-512.7657	-291.7563	24.95811	3.557142	0.05314714	-0.01083216	0.0453421	0.0554971	0.037689	0.0334361	0.0279886	0.0396274	0.107565	0.0234719	0.0255277	0.0659957	0.162767	0.00729348	0.212281	0.13098	0.0245381	0.7964735	24	33.70138	0.1182807	0.428245	0.758353	1.08416	1.72924	0.0854958	0.149683	0.127089	0.246074	0.197199	0.194459	0.7856413	1.013788
400	-809.1256	-512.4225	-296.7031	28.61807	4.659675	0.044245	0.00720803	0.0864872	0.00647534	0.0500351	0.0457805	0.0296251	0.0369797	0.0400255	0.0122843	0.0277492	0.0447192	0.281627	0.0305087	0.244328	0.0551036	0.00827222	0.7545548	24	31.20848	0.1120864	0.487298	0.795321	1.08384	1.63354	0.0399738	0.343822	0.0733501	0.272844	0.139417	0.130593	0.7617628	0.9905377
500	-803.6622	-508.6331	-295.029	28.70659	6.104795	0.04948411	0.07386524	0.111713	0.0202494	0.0166669	0.0624608	0.0249596	0.0161065	0.0882179	0.0170082	0.000378536	0.0520801	0.370577	0.0272824	0.0845125	0.0767223	0.0310652	0.6109509	26	31.29784	0.1351548	0.542364	0.826396	1.08102	1.55022	0.0425607	0.295157	0.08526	0.247638	0.108576	0.220808	0.6848161	0.8921386
600	-829.659	-530.0743	-299.5847	25.82163	5.369758	0.02638906	-0.009942777	0.0248145	0.0282552	0.0470297	0.114542	0.0103992	0.0942361	0.075383	0.0551111	0.0208473	0.0611882	0.060236	0.0628094	0.275397	0.0535446	0.0162063	0.6990593	16	29.47043	0.1156253	0.516746	0.812313	1.08261	1.58834	0.0410795	0.248279	0.0686325	0.166131	0.146432	0.329446	0.6891165	1.014428
700	-791.939	-505.3958	-286.5432	27.67536	1.783764	0.04295842	0.01802252	0.11537	0.135957	0.00965925	0.113024	0.0112683	0.0245554	0.0886906	0.0321564	0.0104532	0.0563414	0.252257	0.00378503	0.0987038	0.0430809	0.00469787	0.7889978	26	28.99393	0.0950255	0.266021	0.629856	1.0635	2.04062	0.0485131	0.232992	0.101262	0.171775	0.167302	0.278156	0.8070203	0.9776678
800	-807.752	-511.4013	-296.3507	30.92433	3.685138	0.04189931	5.43757e-05	0.0835041	0.0404017	0.000238727	0.0250719	0.0133127	0.0299896	0.15979	0.0359028	0.0110454	0.0963593	0.258615	0.0199587	0.153604	0.0623145	0.00989087	0.6045348	27	32.95568	0.1214698	0.436182	0.763565	1.0843	1.71595	0.088146	0.245308	0.0929327	0.154159	0.176443	0.243012	0.6045891	0.9999101
900	-802.6937	-508.5208	-294.1729	27.9718	2.778254	0.05110262	-0.004877126	0.0368294	0.0841916	0.0123154	0.0503588	0.029183	0.0332307	0.0770315	0.0439185	0.00957809	0.0540137	0.251649	0.0267184	0.175102	0.111422	0.00445864	0.8109993	24	28.8058	0.06611519	0.371345	0.718461	1.08118	1.82902	0.0536153	0.318533	0.105613	0.166989	0.139716	0.215533	0.8061222	1.00605
1000	-827.043	-536.461	-290.582	24.53232	2.399308	0.0343672	0.03277763	0.0568868	0.0337871	0.00535137	0.01682	0.0993397	0.0354862	0.0985858	0.0123464	0.028275	0.141163	0.199575	0.00859988	0.104939	0.150687	0.00815801	0.8147117	20	31.04958	0.1369431	0.336698	0.69171	1.07739	1.8942	0.0683097	0.294881	0.104499	0.135575	0.206362	0.190373	0.8474894	0.9613238
1100	-787.7956	-502.5317	-285.2639	23.97181	5.534321	0.04961538	0.0737459	0.0589144	0.119442	0.0366246	0.0149688	0.0205463	0.0402168	0.0716151	0.043541	0.00243002	0.0396509	0.307653	0.0092093	0.0648666	0.152127	0.0181947	0.7060302	30	27.29019	0.1166888	0.522862	0.815732	1.08227	1.57914	0.0507505	0.334102	0.0746975	0.210714	0.165772	0.163964	0.7797761	0.9054268
1200	-801.4047	-523.8405	-277.5642	23.85383	2.379686	0.05741921	0.1096613	0.0878354	0.117085	0.0522367	0.0146683	0.0164911	0.0136671	0.0650351	0.0264874	0.00509497	0.0198133	0.252813	0.0135991	0.22611	0.0871291	0.00193402	0.7263206	21	24.36832	0.1494032	0.334745	0.69014	1.07712	1.89799	0.0332456	0.342994	0.127992	0.191897	0.0908092	0.213062	0.8359819	0.8688233
1300	-794.0974	-521.0183	-273.0791	21.05764	4.24789	0.04862056	0.02272797	0.0630709	0.176744	0.0118805	0.000872114	0.00921004	0.0374874	0.110222	0.0235381	0.00345973	0.0230801	0.231317	0.0994708	0.0818937	0.126108	0.001645	0.6385364	24	21.44106	0.1253856	0.467482	0.783368	1.08429	1.66486	0.0326985	0.251179	0.0846632	0.177556	0.212154	0.24175	0.6612644	0.9656295
1400	-788.5676	-500.5258	-288.0418	28.39004	4.156419	0.04115193	-0.03541804	0.0875845	0.0513814	0.00493001	0.165493	0.024069	0.0552495	0.0532653	0.0274553	0.0052813	0.0232228	0.275747	0.00632741	0.110837	0.10034	0.00881789	0.9238676	29	30.16819	0.1085919	0.462754	0.78045	1.08435	1.67245	0.0277525	0.231698	0.08288	0.252098	0.174911	0.23066	0.8884495	1.039865
1500	-793.5773	-500.8577	-292.7197	30.71456	4.333067	0.04402651	-0.03787791	0.085663	0.0942923	0.0119218	0.0374585	0.0168418	0.0190585	0.0889295	0.0322027	0.00666088	0.0733244	0.252615	0.0207408	0.133987	0.113496	0.0128075	0.6554445	26	32.74037	0.1230547	0.471773	0.785993	1.08422	1.65802	0.0429949	0.229182	0.124301	0.197438	0.202408	0.203676	0.6175666	1.061334
1600	-813.1487	-510.7528	-302.3959	28.08917	1.679626	0.03451524	0.09497961	0.0619006	0.0479554	0.0264645	0.0516566	0.0359676	0.064649	0.114369	0.045771	0.0101374	0.0179187	0.155043	0.0172654	0.158756	0.187122	0.00502372	0.6353114	25	30.4419	0.07877723	0.251785	0.615959	1.05943	2.07282	0.0524125	0.252837	0.126269	0.19096	0.18735	0.190172	0.7302911	0.8699428
