Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-578.9525	-494.336	-84.61648	29.09643	3.15888	0.465484	0.0459978	0.111939	0.215124	0.095651	0.199331	0.862143	0.457053	0.294245	0.499042	0.202522	0.0629416	0.0458153	0.0354559	0.394423	0.163761	0.0094234	0.219235	0.0171553	0.39859	0.127354	0.207556	0.22839	0.097712	0.0774261	0.0307596	0.244678	0.0331832	0.0879883	0.073119	0.122158	0.266301	0.0152253	0.66072	0.329639	0.0492465	0.578916	0.145216	0.2297018	-0.02324401	0.0728052	0.0426504	0.0326329	0.0250106	0.162134	0.0220608	0.000444173	0.0357843	3.24697e-05	0.018591	0.363889	0.0461881	0.0965655	0.0190804	0.0621312	0.2387447	5	44.66904	0.06751022	0.401191	0.739962	1.0832	1.77565	0.105783	0.093371	0.111201	0.377702	0.133047	0.178896	0.2155007	1.10786
100	-583.2595	-506.4082	-76.8513	30.50319	5.30772	0.000291357	0.0628173	0.295061	0.498881	0.0251022	0.0856095	0.3254	0.207297	0.165112	0.0085186	0.160801	0.111232	0.0143204	0.291696	0.220054	0.091391	0.046473	0.175913	0.03719	0.00510817	0.00957496	0.0787879	0.0957869	0.0239884	0.326947	0.0136456	0.0390857	0.0566923	0.0821964	0.181946	0.0727297	0.160635	0.124075	0.106371	0.025594	0.0577201	0.534529	0.0902988	0.100907	0.02363484	0.0735702	0.0921772	0.0593999	0.0169694	0.160913	0.043902	0.0132626	0.0336327	0.0187977	0.0325049	0.267976	0.00952905	0.123107	0.0463863	0.0078721	0.2843251	4	40.18969	0.03925442	0.514377	0.810978	1.08273	1.59192	0.127788	0.0623767	0.070177	0.435936	0.120133	0.183589	0.30796	0.9232535
200	-564.8225	-490.4272	-74.39534	27.27249	7.057386	0.291723	0.0460113	0.285585	0.0834884	0.185157	0.252574	0.404584	0.125526	0.300578	0.134443	0.195033	0.170013	0.0291558	0.0476527	0.0932346	0.185179	0.00176424	0.178001	0.244575	0.113228	0.37199	0.182981	0.110683	0.0315613	0.207558	0.0989242	0.190596	0.0869088	0.022019	0.218694	0.00438506	0.43448	0.0859068	0.152747	0.625291	0.0163275	0.464924	0.109333	0.1387445	0.004585629	0.0453717	0.0851743	0.101855	0.000466785	0.144349	0.0178697	0.0099632	0.0144249	0.0319518	0.109688	0.222725	0.0973717	0.0890519	0.0276476	0.00209043	0.3016838	4	28.98252	0.1197107	0.570113	0.840967	1.07882	1.5101	0.104554	0.15523	0.0902744	0.284353	0.183621	0.181968	0.3062694	0.9850275
300	-546.0469	-486.3521	-59.69477	29.09949	3.030448	0.253582	0.0335933	0.0136673	0.169079	0.0353556	0.0359742	0.418139	0.0686446	0.39468	0.0840285	0.0942429	0.12504	0.0129991	0.170701	0.106791	0.0373205	0.0144217	0.14836	0.117809	0.0279444	0.0146626	0.100369	0.323784	0.119315	0.0400518	0.0407633	0.315761	0.0620426	0.0605227	0.0292106	0.00833328	0.195986	0.0419478	0.401333	0.0855146	0.230665	0.151963	0.205893	0.1064412	-0.01830821	0.0788734	0.149743	0.0776064	0.00452117	0.13782	0.0156254	0.0049352	0.0100533	0.033827	0.00458433	0.325597	0.0235156	0.0882599	0.0378217	0.00721704	0.2733015	4	34.27016	0.0795068	0.391604	0.7332	1.08266	1.79253	0.118963	0.162504	0.120835	0.33347	0.113311	0.150917	0.2549933	1.071799
400	-579.0464	-500.2149	-78.83144	26.78389	2.520336	0.075693	0.0596528	0.0573972	0.37783	0.116563	0.0109831	0.191488	0.0269896	0.175828	0.0113767	0.166312	0.174113	0.00140729	0.108682	0.158282	0.122736	0.0206935	0.150832	0.0911606	0.0778278	0.0950009	0.175189	0.0274195	0.0703372	0.264782	0.00677601	0.516921	0.146687	0.137339	0.0498924	0.0247344	0.245094	0.190956	0.0429531	0.223615	0.475974	0.219506	0.117796	0.1172762	0.01351981	0.0625069	0.330225	0.0674753	0.0204721	0.0459938	0.00117463	0.00951435	0.0555838	0.0238561	0.163053	0.0363526	0.092635	0.0721873	0.0158946	0.00307576	0.2254764	1	43.56772	0.0717333	0.348376	0.700958	1.07885	1.87181	0.125976	0.148702	0.0924028	0.22071	0.157096	0.255114	0.2389962	0.9434309
500	-556.4753	-491.81	-64.66536	23.62401	3.152956	0.0254444	0.0790713	0.102133	0.0498638	0.0159919	0.417891	0.170776	0.00205331	0.263687	0.0569339	0.169189	0.0676965	0.0416272	0.0103654	0.0946977	0.245896	0.0127754	0.0581772	0.122154	0.00314759	0.324576	0.00738775	0.397057	0.0305037	0.0170629	0.0373739	0.0249175	0.0161107	0.72646	0.139342	0.315487	0.339185	0.0854411	0.142149	0.0611029	0.0741286	0.0927961	0.00224355	0.1024951	0.02359019	0.0464446	0.0360084	0.142975	0.00694497	0.00980364	0.0287512	0.037892	0.0595143	0.0457172	0.188516	0.227281	0.0368074	0.086129	0.0457413	0.00147392	0.1967796	3	31.1931	0.07369385	0.400759	0.73966	1.08317	1.77641	0.154349	0.10625	0.0854357	0.159275	0.149579	0.345111	0.2203697	0.8929518
600	-578.0185	-496.2066	-81.81183	28.26685	5.203557	0.133145	0.140031	0.154131	0.0124805	0.0188132	0.0163463	0.115019	0.0337541	0.168315	0.14201	0.0332616	0.165401	0.112321	0.383748	0.253585	0.567127	0.0322839	0.83555	0.147049	0.122849	0.0131725	0.422198	0.454617	0.00488941	0.152081	0.252148	0.291108	0.181943	0.156884	0.191977	0.019911	0.152726	0.193946	0.103579	0.518754	0.0266786	0.208246	0.0569662	0.1561396	0.02567794	0.0519806	0.207968	0.0480057	0.0709542	0.0297872	0.0665472	0.0254821	0.0388341	0.0294832	0.00826963	0.213597	0.0400697	0.114525	0.0462492	0.00824791	0.286883	4	36.64039	0.06032276	0.510318	0.808679	1.08293	1.59807	0.12116	0.0645715	0.0941859	0.307308	0.14725	0.265525	0.312561	0.9178466
700	-580.0025	-508.3423	-71.66012	30.13583	2.629465	0.085041	0.0773197	0.16938	0.616061	0.0182186	7.76884e-05	0.0968888	0.354503	0.252933	0.131954	0.277085	0.326802	0.251012	0.0389347	0.110246	0.0935671	0.192514	0.230836	0.141347	0.156647	0.452394	0.0666237	0.0465696	0.00992984	0.221324	0.0479367	0.00314587	0.00627477	0.0186932	0.316775	0.00702462	0.0518026	0.316314	0.0906223	0.389445	0.0313513	0.941789	0.0741675	0.231182	-0.009128311	0.00397979	0.085776	0.0698092	0.00949124	0.168973	0.10092	0.0179413	0.0414227	0.0224752	0.000663958	0.191879	0.0522964	0.144811	0.0632705	0.0262897	0.3945456	6	31.77183	0.05528015	0.358397	0.708703	1.07996	1.85294	0.11557	0.0983614	0.114948	0.331034	0.0991738	0.240912	0.3854172	1.023684
800	-570.8896	-489.8636	-81.02599	27.30369	5.694472	1.3902	0.0234585	0.120432	0.114285	0.323829	0.141543	0.742367	0.0209212	0.586811	0.0492447	0.183504	0.118797	0.0175039	0.0012155	0.228528	0.0232003	0.0135849	0.477241	0.527903	0.0377019	0.0191291	0.512923	0.0988213	0.00871051	0.148947	1.32121	0.00797592	0.235339	0.141997	0.0828352	0.295146	0.00113923	0.314879	0.336266	0.066622	0.139824	0.0352128	0.0329437	0.222252	-0.03851644	0.131363	0.158374	0.076213	0.0123496	0.208544	0.0194887	0.00499094	0.00766661	0.0192622	0.00669201	0.108609	0.13474	0.0500163	0.0596496	0.00204018	0.2558335	5	32.22408	0.1033241	0.528593	0.818903	1.08193	1.57057	0.0822343	0.10299	0.120305	0.400414	0.144723	0.149333	0.217317	1.177236
900	-576.1187	-499.3781	-76.74061	27.63988	4.259989	0.300547	0.0663298	0.101207	0.287633	0.0168558	0.165122	0.228034	0.135547	0.190506	0.0278031	0.0719968	0.160104	0.026859	0.0861991	0.094424	0.0745539	0.0108394	0.236519	0.022812	0.292713	0.0448479	0.264634	0.186137	0.272198	0.0278919	0.154914	0.13423	0.179281	0.0312447	0.131732	0.14415	0.401455	0.247939	0.00625182	0.57304	0.11943	0.0227135	0.0148668	0.1375931	0.05627373	0.0216853	0.0740302	0.0929852	0.0528822	0.153113	0.0115828	0.022633	0.124806	0.010038	0.0193996	0.0936775	0.14212	0.104541	0.0333373	0.043169	0.3233692	3	36.98486	0.04718219	0.468098	0.783746	1.08428	1.66388	0.155813	0.0933253	0.117624	0.323862	0.131933	0.177442	0.3796429	0.851772
