Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-874.643	-558.9067	-315.7363	12.88352	3.891639	0.01269976	0.01607449	0.0280648	0.0118558	0.222906	0.071394	0.0168052	0.00196651	0.0346219	0.0391398	0.0854949	0.0433763	0.0155545	0.0859386	0.0667733	0.184497	0.0916108	0.3215369	11	82.77413	0.02536853	0.448309	0.771376	1.0844	1.69591	0.174767	0.216162	0.188015	0.141661	0.189491	0.0899047	0.3376114	0.9523876
100	-876.2636	-575.3478	-300.9158	13.42373	1.506594	0.01712809	-0.01809409	0.0295861	0.00976551	0.188886	0.0370574	0.00938933	0.00203963	0.0370363	0.04963	0.0233814	0.0397935	0.0277635	0.0762457	0.0343717	0.244654	0.1904	0.3644075	14	100.7809	0.02812972	0.226339	0.58965	1.05081	2.1332	0.20755	0.229849	0.248944	0.120931	0.127343	0.0653827	0.3463134	1.052248
200	-860.7415	-568.4644	-292.2771	19.87577	3.011594	0.01888732	-0.01869257	0.0383633	0.0013464	0.188929	0.0149538	0.0901933	0.0116006	0.0762852	0.0228502	0.04761	0.0480219	0.0177651	0.127658	0.199878	0.0355623	0.0789829	0.4183813	18	77.39064	0.03516711	0.390157	0.732168	1.08257	1.7951	0.196659	0.205743	0.23003	0.123077	0.141289	0.103201	0.3996887	1.046768
300	-850.4348	-572.4192	-278.0156	14.11163	3.036908	0.02293658	0.06588931	0.00912296	0.00405397	0.121847	0.0249725	0.0960432	0.0137018	0.0513804	0.0413053	0.0496219	0.0406722	0.04462	0.15369	0.0823807	0.148287	0.118301	0.5683693	17	64.06329	0.04582351	0.392097	0.733551	1.08269	1.79166	0.208101	0.225732	0.15566	0.109594	0.209599	0.0913138	0.6342586	0.896116
400	-861.716	-577.8668	-283.8492	12.57731	4.09168	0.01744495	-0.01418661	0.0179877	0.0111965	0.11896	0.0153694	0.0650248	0.00499266	0.122623	0.0311131	0.0560937	0.057926	0.00887205	0.0937709	0.0763588	0.237367	0.0823448	0.5596225	15	69.10515	0.04739864	0.459329	0.778321	1.08438	1.67797	0.194585	0.260628	0.157707	0.0962252	0.217957	0.0728972	0.5454359	1.02601
500	-875.2066	-568.271	-306.9356	27.16188	5.132241	0.01589205	0.0177428	0.0620984	0.00516358	0.0764211	0.056807	0.0603244	0.0152607	0.0686364	0.0665568	0.132623	0.104058	0.0130895	0.14506	0.0133326	0.0745938	0.105976	0.4482855	14	91.64417	0.03055289	0.507479	0.807061	1.08306	1.6024	0.156756	0.254587	0.218491	0.152784	0.141449	0.0759338	0.4660283	0.9619276
600	-855.3609	-581.3593	-274.0016	10.83366	1.372457	0.01951662	0.04603409	0.0253448	0.000448485	0.0923917	0.033138	0.035488	0.00698687	0.0625322	0.0257397	0.0463649	0.211829	0.0406901	0.0653591	0.0327469	0.216345	0.104595	0.3912716	16	67.95658	0.07339415	0.20493	0.565852	1.04196	2.18726	0.273104	0.229305	0.136613	0.0756726	0.205387	0.079919	0.4373057	0.8947325
700	-850.7582	-570.1535	-280.6046	14.49271	1.949429	0.02119361	-0.02711411	0.0352683	0.00782634	0.0906072	0.0180814	0.0779594	0.0236566	0.0562736	0.0272555	0.0395613	0.0346348	0.0210455	0.130493	0.0976815	0.211811	0.127844	0.3929627	21	75.23962	0.08330082	0.287162	0.649526	1.06867	1.99464	0.147194	0.217484	0.196521	0.151048	0.188957	0.0987957	0.3658485	1.074113
800	-877.0749	-569.1049	-307.97	11.1881	2.672902	0.01216543	0.01768301	0.0192508	0.0379669	0.0824943	0.0360756	0.0150684	0.000717714	0.040364	0.0575167	0.0651887	0.0504146	0.0240519	0.0967538	0.0552641	0.260018	0.158854	0.2494341	17	88.05164	0.04681084	0.362259	0.711642	1.08034	1.84575	0.18633	0.218081	0.264013	0.136966	0.113588	0.0810213	0.2671171	0.9338005
900	-868.0264	-557.4003	-310.6261	19.60458	3.720798	0.01304636	-0.00556853	0.0554797	0.0158794	0.243333	0.037625	0.000647879	0.027377	0.0548778	0.046481	0.0884908	0.0134343	0.0296979	0.0665901	0.0432631	0.180833	0.0959894	0.3060516	16	104.7291	0.03729814	0.438334	0.764965	1.08433	1.71237	0.164707	0.22396	0.164918	0.126535	0.207098	0.112782	0.300483	1.018532
