Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-361.6902	-331.3586	-30.33165	5.784972	3.925487	0.101619	0.408391	0.525525	0.175649	0.0956638	0.511998	0.365634	0.957467	0.24633	0.0882807	0.124312	0.0339445	0.0250336	0.0564199	0.379892	0.593153	0.982969	0.187166	0.679279	0.490189	0.123375	0.0948474	0.242722	0.142789	0.0495611	0.113785	0.102625	0.0601581	0.174969	0.0252489	0.0261355	0.000799222	0.127885	0.0409613	0.0777582	0.0169036	0.125216	0.0341691	0.0238246	0.2899544	6	7.452631	0.2844804	0.450221	0.772592	1.08441	1.69278	0.158088	0.147802	0.241863	0.0655337	0.249234	0.13748	0.4327434	0.6700377
100	-356.9457	-330.3403	-26.60545	7.409995	4.810574	0.049687	0.249869	0.179642	0.0289907	0.23036	0.776994	0.0632055	0.121787	0.103638	0.081416	0.152681	0.256787	0.225854	0.105005	0.452433	0.179643	0.0118483	0.000907457	0.00875848	0.0189414	0.182036	0.177674	0.1418255	0.08672804	0.0321075	0.120937	0.18238	0.0243153	0.0287621	0.0631484	0.0309174	0.00377793	0.124987	0.074434	0.0795744	0.00940936	0.0336752	0.183143	0.00843041	0.2746846	2	13.33619	0.2222406	0.494015	0.799275	1.08362	1.62309	0.164138	0.10025	0.237496	0.082221	0.294337	0.121558	0.3614126	0.7600304
200	-363.4643	-326.8326	-36.63174	5.749171	3.087422	0.796979	0.423529	0.0865669	0.377154	0.168263	0.155697	0.592175	0.421558	0.178332	0.202043	0.21198	0.146001	1.13513	0.182261	0.34797	0.761809	0.553167	0.599668	0.365394	0.39168	0.144682	0.471334	0.3102791	0.1525585	0.0378647	0.0529008	0.254764	0.159729	0.0703951	0.0289968	0.00995327	0.00554246	0.0848688	0.184611	0.0425356	0.00107681	0.0503543	0.00524873	0.011158	0.3032266	5	7.845965	0.1647591	0.395914	0.736256	1.08292	1.78491	0.126733	0.117865	0.238328	0.0702858	0.258639	0.188149	0.4557851	0.6652841
300	-365.0161	-332.1358	-32.88038	6.708135	5.263391	0.00169798	0.299008	0.143852	0.69412	0.0799228	0.039613	0.401487	0.409264	0.37415	0.0733984	0.103732	0.249855	0.0352816	0.499874	0.307049	0.250879	1.05631	0.229906	0.366331	0.644637	0.0301889	0.0416492	0.187437	-0.04598007	0.0883245	0.0576214	0.21231	0.142351	0.00469117	0.0124114	0.0109183	0.000411216	0.141367	0.0674026	0.0855724	0.0012544	0.013795	0.0702018	0.0913673	0.3429079	5	7.204277	0.3081595	0.512662	0.810009	1.08281	1.59451	0.115809	0.15915	0.255762	0.134301	0.244535	0.0904427	0.2969279	1.154853
400	-367.4969	-334.4867	-33.01016	5.33462	2.517681	0.740295	0.706387	0.133459	0.252526	0.247557	0.477295	0.036683	0.504993	0.153586	0.0252714	0.220999	0.22755	0.0933489	0.0644741	0.865016	0.486722	0.124275	0.168263	0.228448	0.81823	1.0452	0.251227	0.4386687	0.1297027	0.0327747	0.041617	0.30465	0.0717171	0.0598777	0.0528831	0.00787949	0.00242389	0.0478426	0.182639	0.0685439	0.0154131	0.0578842	0.0420781	0.0117759	0.3045911	4	5.785429	0.178907	0.348127	0.700763	1.07883	1.87228	0.14699	0.119268	0.176301	0.0795625	0.347051	0.130828	0.4342938	0.7013479
500	-366.1197	-335.3128	-30.80684	7.399129	7.57102	0.0528085	0.0993576	0.349072	0.0852107	0.168333	0.255703	0.693491	0.182371	0.497607	0.13691	0.854032	0.0137418	0.0636158	0.262949	0.118137	0.0603704	0.0272179	0.383562	0.110948	0.0772175	0.262969	0.304486	0.2328563	-0.001098269	0.0103599	0.0132869	0.163504	0.079402	0.0632344	0.0557577	0.00965249	0.0129345	0.0836897	0.168411	0.102719	7.02711e-06	0.136501	0.0490137	0.0515268	0.618065	4	7.632317	0.2637544	0.58309	0.847551	1.07763	1.49173	0.221851	0.194182	0.173099	0.0644992	0.235219	0.11115	0.6169667	1.00178
600	-360.8555	-330.8357	-30.01975	6.689542	2.655987	0.210513	0.446067	0.00243992	0.246347	0.209061	0.111076	0.121571	0.423809	0.824202	0.35271	0.160129	0.443021	0.30417	0.0377468	0.969822	0.00128629	0.335165	0.209081	0.109431	0.0213654	0.0146766	0.630548	0.2894821	-0.044022	0.0374586	0.0910802	0.0583641	0.160573	0.132783	0.0281602	0.00335892	0.0106031	0.111008	0.0608593	0.0595522	0.0201667	0.187501	0.0374948	0.00103641	0.4402257	3	8.44482	0.1619686	0.360764	0.710507	1.0802	1.84853	0.155959	0.182008	0.196702	0.0782994	0.282555	0.104477	0.3962037	1.11111
700	-353.4176	-326.2736	-27.14401	8.158109	3.829854	0.100921	0.0190756	0.0265617	0.00329718	0.572437	0.180367	0.101988	0.221232	0.198005	0.181535	0.502179	0.230717	0.212849	0.0664167	0.377885	0.037952	0.0451556	0.0849627	0.511392	0.148421	0.339195	0.0769382	0.275855	0.08219236	0.0590761	0.109608	0.157587	0.0847091	0.147777	0.00890337	0.00162912	0.00637861	0.103877	0.120028	0.043114	0.00906189	0.0794078	0.0420674	0.0267739	0.2606149	2	9.124135	0.3154838	0.444764	0.769112	1.08439	1.70174	0.137643	0.194519	0.221276	0.0454025	0.31047	0.0906887	0.3428072	0.7602374
800	-371.2602	-333.3503	-37.9099	8.910192	3.066952	0.299003	0.323187	0.0724743	0.330081	0.22352	0.21324	0.485215	0.396562	0.0745105	0.0348608	0.186584	1.02583	1.1029	0.127611	0.0915353	0.102984	0.134437	0.0710647	0.667136	0.225514	0.327065	0.085207	0.3480235	-0.09969749	0.036258	0.10775	0.260599	0.116651	0.0614149	0.0152908	0.0116625	0.0139639	0.0524083	0.172314	0.0176433	0.0119313	0.0433747	0.0722802	0.00645777	0.4175052	3	13.26436	0.2444577	0.394376	0.735169	1.08283	1.78763	0.176718	0.191419	0.170326	0.091412	0.274127	0.0959986	0.3178077	1.313704
900	-352.1825	-328.2599	-23.92264	8.694952	5.288233	0.00787232	0.253358	0.018199	0.236128	0.148749	0.0610713	0.200289	0.0700441	0.435121	0.0243364	0.153243	0.0690011	0.133518	0.0539422	0.401064	0.221264	0.315706	0.0823414	0.205122	0.206112	0.0368972	0.244693	0.1748712	-0.07449221	0.0936732	0.0922464	0.122054	0.0695742	0.0695849	0.0414495	0.0118437	0.000534872	0.164575	0.169876	0.046586	0.0203165	0.0531296	0.0391113	0.00544466	0.3338493	3	9.448851	0.1493169	0.513626	0.810554	1.08277	1.59305	0.164972	0.101491	0.235421	0.0671437	0.306958	0.124014	0.2593571	1.287219
1000	-357.1656	-332.6142	-24.55135	10.16462	1.945893	0.1968	0.0529529	0.0402442	0.0661949	0.183396	0.284261	0.41031	0.254127	0.0895787	0.0517198	0.142423	0.153361	0.283704	0.00534133	0.0344849	0.0742751	0.0879202	0.0377469	0.553925	0.140514	0.114224	0.0860294	0.1647574	0.06122627	0.116419	0.0524688	0.136946	0.203022	0.0549267	0.0629081	0.0316142	0.0160015	0.0865165	0.0287061	0.0225356	0.00425095	0.0707488	0.0823082	0.0306274	0.447727	2	13.40785	0.108394	0.286729	0.649134	1.06857	1.99556	0.146223	0.175895	0.22364	0.0703919	0.26471	0.119141	0.5089533	0.8797016
1100	-378.1322	-339.4708	-38.66139	6.102408	3.027866	0.334368	0.0593186	0.392148	0.0903977	0.583857	0.153577	0.217684	1.16205	0.0523649	0.250444	0.416564	0.108133	0.521724	0.20792	1.16708	0.2051	1.54293	0.132539	0.437899	0.54783	0.0209873	0.714515	0.3636048	0.09305379	0.0651142	0.100899	0.393676	0.143754	0.0432368	0.00716529	0.000471737	0.00548807	0.0500615	0.0149155	0.0405172	0.0126498	0.0444308	0.0400686	0.0375515	0.3665127	5	6.196773	0.1213168	0.391406	0.733059	1.08265	1.79288	0.0986742	0.230138	0.31112	0.0570474	0.190474	0.112546	0.4595665	0.7975183
1200	-364.8666	-333.2246	-31.64194	7.422653	3.900493	0.0298289	0.192561	0.621865	0.0835014	0.209582	0.0708332	0.00291748	0.307152	0.404827	0.0944875	0.323323	0.514929	0.404039	0.0784014	0.321467	0.121113	0.37579	0.302333	0.0778654	0.264203	0.0526653	0.0435751	0.2437811	-0.1323582	0.169949	0.0790171	0.0411583	0.0815845	0.164416	0.0565794	0.00853351	0.00283703	0.0774353	0.111767	0.0369107	0.00287279	0.10896	0.0185884	0.0393915	0.6208689	1	8.371632	0.1619975	0.448811	0.771696	1.0844	1.69509	0.10713	0.148582	0.271078	0.0842003	0.264098	0.124912	0.4885107	1.270942
1300	-368.6055	-335.9479	-32.65764	7.086768	3.050118	0.486463	0.217101	0.749725	0.276786	0.340461	0.307363	0.277752	0.281631	0.172722	0.0947411	0.147376	0.57557	0.0970133	0.139976	0.657213	0.244349	0.302117	0.222136	0.0900704	0.0484092	0.345273	0.136044	0.2051154	-0.1515684	0.0832943	0.048439	0.183128	0.00641264	0.193652	0.0373571	0.034071	0.0175197	0.164636	0.0932163	0.0747528	0.00607426	0.0115363	0.0122262	0.0336842	0.6253689	2	8.091021	0.3407457	0.393102	0.734266	1.08275	1.78988	0.152566	0.110276	0.234233	0.0701754	0.344295	0.0884545	0.4738005	1.319899
1400	-358.3934	-330.9372	-27.45624	8.988882	5.661793	0.206792	0.122391	0.533085	0.0846516	0.209145	0.224267	0.434694	0.146551	0.0113484	0.00660174	0.157718	0.400245	0.0279022	0.195913	0.224026	0.016784	0.0259824	0.243213	0.780429	0.178602	0.233156	0.174378	0.1525486	0.02897572	0.194184	0.106043	0.241721	0.0634064	0.0442834	0.0283891	0.00130881	0.0128469	0.0676831	0.12442	0.0216747	0.0286727	0.00756853	0.0294457	0.028352	0.4019803	2	9.159453	0.1985776	0.52744	0.818268	1.082	1.57229	0.0982043	0.144929	0.154773	0.0673909	0.425214	0.109489	0.4309561	0.9327641
1500	-365.6042	-339.1924	-26.4118	11.27407	1.217876	0.228827	0.244595	0.112748	0.00430001	0.0110648	0.105947	0.0687557	0.43243	0.126375	0.0399013	0.0673329	0.057292	0.21301	0.0185156	0.167009	0.272464	0.0995715	0.1105	0.278221	0.0581185	0.147566	0.0879832	0.2057454	-0.1690352	0.0585648	0.155633	0.0849939	0.0874461	0.10774	0.0685563	0.0245795	0.00718553	0.03281	0.131492	0.0516416	0.0357709	0.0533845	0.0305175	0.0696845	0.5066042	2	11.92803	0.2446442	0.178277	0.533699	1.02844	2.25958	0.163148	0.162941	0.134095	0.0906948	0.311436	0.137685	0.337569	1.500743
1600	-369.6987	-334.6517	-35.047	8.978613	3.31123	0.0251061	0.30414	0.131996	0.0296412	0.299798	0.235751	0.323808	0.293842	0.18614	0.0904668	0.0412905	0.00213861	0.137311	0.180294	0.494337	0.405561	1.26431	0.442378	0.641441	0.549777	0.00857664	0.0489784	0.3146527	-0.1810425	0.0333575	0.0809632	0.179117	0.0889583	0.0422773	0.0658536	0.00213545	0.000839547	0.0607062	0.0955608	0.0829763	0.0095207	0.108944	0.0315979	0.117193	0.3971203	4	9.491835	0.3133175	0.411993	0.747424	1.08367	1.75691	0.139376	0.216295	0.183433	0.0981632	0.227904	0.134829	0.2160778	1.837858
1700	-365.1012	-329.2587	-35.84242	8.063236	3.273798	0.181451	0.0156611	0.841361	0.228221	0.659396	0.0511831	0.379625	0.262461	0.666597	0.00090159	0.0553919	0.547068	0.354871	0.114033	0.154295	0.101934	0.00960495	0.111356	0.0720739	0.732862	0.280895	0.199768	0.3452017	0.2831936	0.0709752	0.0713482	0.0931321	0.121886	0.0362024	0.0271223	0.0124611	0.00823756	0.157836	0.0485209	0.0564298	0.00103145	0.220269	0.05687	0.0176772	0.520773	2	10.65812	0.209428	0.409394	0.745643	1.08357	1.76139	0.137674	0.137354	0.228722	0.0682004	0.293443	0.134606	0.8039666	0.6477545
1800	-349.9287	-333.672	-16.25677	7.089438	4.482259	0.156694	0.0171167	0.47022	0.121072	0.174613	0.0123691	0.177937	0.240082	0.0929002	0.0524858	0.0459115	0.0822955	0.237776	0.0475949	0.0322201	0.250793	0.150448	0.157203	0.214478	0.159669	0.121031	0.28862	0.1760961	0.1613054	0.118045	0.138501	0.0910289	0.0748901	0.0761676	0.0421055	0.007731	0.0211187	0.113417	0.127025	0.0801476	0.00402545	0.0458869	0.0158753	0.0440348	0.3692121	3	8.279039	0.2048843	0.479041	0.790392	1.08407	1.6465	0.226483	0.160104	0.225098	0.0759987	0.250181	0.0621354	0.5305175	0.6959471
