Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-400.2265	-329.3984	-70.82809	6.754347	6.294319	0.519376	1.98994	0.0837212	0.333543	0.0562158	0.731136	0.67818	1.83553	0.0889015	1.99877	0.441017	0.693015	1.95602	1.2879	1.35129	1.52728	1.18575	2.3195	2.28212	0.363361	0.451914	0.340846	0.9760178	0.3460051	0.0239748	0.0508031	0.086254	0.166219	0.0515011	0.0126555	0.052436	0.0230779	0.121019	0.0679541	0.27715	0.00466105	0.019641	0.0348734	0.00778052	0.2993457	2	6.927554	0.2610283	0.548322	0.829583	1.08059	1.5415	0.0963502	0.247438	0.187274	0.0931465	0.185689	0.190101	0.6453508	0.4638496
1	0	-369.4645	-329.5655	-39.89902	5.736451	2.019133	0.247785	0.380244	1.20124	0.255632	0.0771062	0.907154	0.758616	0.349225	0.707389	0.75388	0.10834	0.13884	0.140228	0.858976	0.0104251	0.244694	1.76747	0.0671726	0.0198759	1.20627	0.695592	0.383014	0.3544614	-0.19524	0.0328741	0.112879	0.0168231	0.149248	0.0387123	0.0315074	0.0896607	8.85975e-06	0.0566858	0.116388	0.154719	0.0153874	0.0670366	0.0852794	0.0327899	0.584013	3	6.733358	0.2655216	0.295548	0.657033	1.07046	1.97696	0.137989	0.101781	0.250808	0.0953981	0.303483	0.110542	0.388773	1.502195
2	0	-378.8246	-331.6024	-47.22224	5.606524	1.422029	1.67635	0.569277	0.658621	0.215833	0.6027	0.132444	0.477934	0.0749793	0.144107	1.95127	0.564534	0.571758	0.817041	0.397819	1.64791	0.207908	0.460865	0.0631091	0.0317233	1.08818	0.386159	0.224119	0.4367726	-0.08709141	0.00347105	0.042264	0.071873	0.13653	0.0189063	0.00906134	0.0669666	0.0165876	0.0729927	0.0161689	0.235019	0.00269198	0.0749652	0.21479	0.017712	0.6763768	3	7.594724	0.2392876	0.213022	0.575042	1.04549	2.16644	0.162132	0.163421	0.266287	0.0809508	0.160844	0.166365	0.5892854	1.147792
3	0	-366.8415	-330.8708	-35.97072	7.74188	1.52307	0.0460586	0.455019	0.244796	0.122219	0.169893	0.401054	0.0443125	0.634057	0.109378	0.789544	0.0857495	0.258118	0.24351	0.254566	0.184331	0.0647643	0.216321	0.297403	0.205587	0.0652988	0.09809	0.924212	0.2384828	-0.1794102	0.0316172	0.00213133	0.0889902	0.186117	0.0463658	0.0351838	0.0264612	0.0145109	0.0819522	0.0015761	0.352212	0.0301285	0.0526669	0.0275616	0.0225247	0.4459339	1	8.849267	0.2194859	0.228864	0.592352	1.05175	2.12704	0.112005	0.117753	0.226964	0.108105	0.26155	0.173623	0.2665238	1.673149
4	0	-379.9817	-333.3243	-46.65745	5.491597	1.848729	0.666875	2.20117	0.119425	0.183147	0.274681	0.0456359	0.209901	0.602314	0.0628239	1.23576	0.206837	1.27257	2.03673	0.186221	0.66842	0.316615	0.587087	0.0968676	0.469164	1.52348	0.782218	0.0986268	0.5497154	-0.2585292	0.0318788	0.0850657	0.0623104	0.117691	0.035444	0.00667036	0.10259	0.0249648	0.0684826	0.0972943	0.126756	0.0125431	0.019342	0.150021	0.0589453	0.5842993	3	5.532658	0.2647322	0.274523	0.637899	1.0657	2.02188	0.104269	0.155878	0.262914	0.0583155	0.321699	0.0969239	0.3257701	1.793594
5	0	-370.4922	-330.2452	-40.24694	9.335485	2.232272	0.814263	0.493997	0.413567	0.0839484	0.519418	0.190883	0.513422	0.70479	0.00704223	0.58142	0.855988	1.29785	0.258342	0.25995	0.233883	0.684532	0.0774451	0.043403	0.369776	0.0760435	0.100818	0.181985	0.3625507	0.05836675	0.00364554	0.132429	0.0211495	0.124541	0.0142959	0.0528604	0.104634	0.0131676	0.0633594	0.0302748	0.242317	0.0390304	0.0319428	0.117983	0.00837009	0.5037881	4	10.45616	0.2223686	0.319509	0.677639	1.07485	1.928	0.0996937	0.215729	0.258092	0.113527	0.186137	0.126822	0.5621548	0.8961732
6	0	-368.679	-331.2718	-37.40718	10.06663	1.866453	0.231999	0.0230076	0.103581	0.0242779	0.0304223	0.04924	0.0200987	0.260612	0.0375382	0.350808	1.53895	0.287323	0.0527488	0.225592	0.225558	0.496188	0.473348	0.13145	0.485503	0.000678575	0.133667	0.196943	0.2003927	-0.1997401	0.0197742	0.138451	0.115264	0.0657265	0.00620082	0.0767332	0.031833	0.0457159	0.123806	0.0179983	0.251236	0.053694	0.0146553	0.026092	0.0128192	0.562725	0	11.20498	0.1043469	0.276794	0.640017	1.06626	2.01693	0.135961	0.164887	0.193896	0.0884364	0.257585	0.159235	0.3629848	1.550271
7	0	-360.2721	-320.4396	-39.83253	6.694511	3.418737	0.591288	0.320103	0.0110465	0.389586	0.472779	0.0290193	0.030358	0.226475	0.167459	0.793215	0.335787	0.594825	0.859841	0.483701	1.11615	0.224606	0.0499238	0.579791	0.27009	0.142156	0.311024	0.230903	0.2911787	0.09146843	0.00704894	0.00791141	0.104121	0.151618	0.00376636	0.026805	0.0957307	0.0279197	0.0695835	0.00821062	0.298376	0.0128811	0.0385323	0.0856584	0.0618368	0.380679	3	7.131882	0.2758729	0.419269	0.75236	1.08393	1.74445	0.152274	0.152846	0.207951	0.0901743	0.236367	0.160388	0.4721474	0.8062715
8	0	-369.2785	-328.9638	-40.31462	8.357381	1.589101	0.0528673	0.406419	0.184134	0.18402	0.119899	0.385856	0.21738	0.0402334	0.395626	0.610781	0.132001	0.185532	0.157807	0.419651	0.21009	0.383323	0.229226	0.583548	0.118863	0.428364	0.697023	0.150156	0.311496	0.07276716	0.0206764	0.0737083	0.0195181	0.121353	0.0351017	0.0440698	0.125767	0.00797412	0.130448	0.026253	0.189054	0.00291264	0.0589373	0.100545	0.0436817	0.4527959	1	10.74684	0.2381079	0.238764	0.602745	1.05525	2.10324	0.131391	0.200961	0.232261	0.0664124	0.239953	0.129022	0.525563	0.8615444
9	0	-361.4552	-326.0255	-35.42971	7.872782	3.300602	0.178313	0.0550451	0.209005	0.0733722	0.093361	0.425755	0.069738	0.086983	0.136096	0.678292	0.501661	0.11267	0.0991739	0.267916	0.0534857	0.390673	0.251888	0.253814	0.183232	0.452337	0.225253	0.119829	0.191219	-0.3156073	0.108597	0.0322824	0.0808741	0.123507	0.0382404	0.0422956	0.105227	0.00133775	0.165384	0.0438827	0.113327	0.0189852	0.000489773	0.0962984	0.0292706	0.8034777	1	9.039181	0.2842037	0.411258	0.746921	1.08365	1.75818	0.122884	0.173198	0.213277	0.103942	0.249972	0.136726	0.4878704	1.646908
